NOMBRE DEL PRODUCTO FARMACEUTICO,TIPO DE FARMACO,NOMBRE DEL LABORATORIO OFERTANTE,PRINCIPIO ACTIVO O ASOCIACION DE PRINCIPIOS ACTIVOS,PRECIO VENTA CON IVA_EUROS,TRATAMIENTO DE LARGA DURACION,MEDICAMENTO HUERFANO
LANZOL,ORIGINAL,TEVA PHARMA S.L.U,LANSOPRAZOL,15.92,NO,NO
DEPRASER,ORIGINAL,ANGELINI PHARMA ESPANAS.L,TRAZODONA,3.17,NO,NO
STARLIX,ORIGINAL,NOVARTIS FARMACEUTICA S.A.,NATEGLINIDA,36.59,NO,NO
PARIET,ORIGINAL,JANSSEN CILAG S.A.,RABEPRAZOL,12.19,NO,NO
PARIET,ORIGINAL,JANSSEN CILAG S.A.,RABEPRAZOL,24.37,NO,NO
TRIFLUSAL,GENERICO,QUALIX PHARMA S.L.,TRIFLUSAL,5.53,SI,NO
TRIFLUSAL,GENERICO,QUALIX PHARMA S.L.,TRIFLUSAL,9.21,SI,NO
ESTALIS,ORIGINAL,BEXAL FARMACEUTICA S.A.,ESTRADIOLNORETISTERONA,11.9,SI,NO
ESTRACYT,ORIGINAL,PFIZER S.L,ESTRAMUSTINA,120.52,NO,NO
ACTIVELLE,ORIGINAL,ISDIN S.A.,ESTRADIOL,10.13,SI,NO
APROVEL,ORIGINAL,SANOFI AVENTIS S.A,IRBESARTAN,3.87,NO,NO
EMADINE,ORIGINAL,IMMEDICA PHARMA AB,EMEDASTINA,11.07,NO,NO
APROVEL,ORIGINAL,SANOFI AVENTIS S.A,IRBESARTAN,7.74,NO,NO
APROVEL,ORIGINAL,SANOFI AVENTIS S.A,IRBESARTAN,15.49,NO,NO
COAPROVEL,ORIGINAL,SANOFI AVENTIS S.A,HIDROCLOROTIAZIDAIRBESARTAN,9.65,NO,NO
CARBOCAL,ORIGINAL,FARMASIERRA LABORATORIOS S.L.,CALCIO,3.29,NO,NO
LYRICA,ORIGINAL,ECOFAR PRODUCTOS S.L.,PREGABALINA,29.41,NO,NO
COAPROVEL,ORIGINAL,SANOFI AVENTIS S.A,IRBESARTANHIDROCLOROTIAZIDA,19.29,NO,NO
TRIFLUSAL,GENERICO,STADA S.L,TRIFLUSAL,9.21,SI,NO
IBUPROFENO,GENERICO,NORMON S.A.,IBUPROFENO,2.06,NO,NO
SALONGO,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,OXICONAZOL,5.04,NO,NO
ARIMIDEX,ORIGINAL,JUVISE PHARMACEUTICALS,ANASTROZOL,60.09,NO,NO
LYRICA,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,PREGABALINA,4.9,NO,NO
LYRICA,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,PREGABALINA,14.71,NO,NO
LYRICA,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,PREGABALINA,29.41,NO,NO
IBUPROFENO,GENERICO,NORMON S.A.,IBUPROFENO,1.97,NO,NO
LYRICA,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,PREGABALINA,58.82,NO,NO
SITAGLIPTINA,GENERICO,ADAMED LABORATORIOS S.L.U,SITAGLIPTINA,53.06,NO,NO
SUPREFACT,ORIGINAL,RUBIO S.A.,BUSERELINA,341.13,NO,NO
OCULOTECT,ORIGINAL,ALCON HEALTHCARE S.A,POVIDONA,8.13,NO,NO
OCULOTECT,ORIGINAL,ALCON HEALTHCARE S.A,POVIDONA,9.46,NO,NO
EMCORETIC,ORIGINAL,MERCK S.L,BISOPROLOL,8.84,NO,NO
NAPROXENO,GENERICO,CINFA S.A.,NAPROXENO,2.22,NO,NO
NAPROXENO,GENERICO,CINFA S.A.,NAPROXENO,4.78,NO,NO
LORATADINA,GENERICO,ARISTO PHARMA IBERIA S.L.,LORATADINA,3.11,NO,NO
LISINOPRIL,GENERICO,NORMON S.A.,LISINOPRIL,3.4,SI,NO
URSOBILANE,ORIGINAL,ESTEDI S.L.,URSODEOXICOLICO,14.99,NO,NO
SERTRALINA,GENERICO,COMBIX S.L.U,SERTRALINA,23.32,NO,NO
LISINOPRIL,GENERICO,NORMON S.A.,LISINOPRIL,6.35,SI,NO
FARLUTAL,ORIGINAL,VIATRIS  HEALTHCARE S.L.,MEDROXIPROGESTERONA,12.69,SI,NO
ROXITROMICINA,GENERICO,SANDOZ FARMACEUTICA S.A,ROXITROMICINA,5.9,NO,NO
FASTUM,ORIGINAL,GUIDOTTI FARMA S.L.,KETOPROFENO,3.03,NO,NO
FEBRECTAL,ORIGINAL,LABORATORIOS ALMIRALL S.L,PARACETAMOL,1.3,NO,NO
NYZOL,ORIGINAL,NEURAXPHARM SPAIN S.L.U,ZONISAMIDA,77.59,NO,NO
NYZOL,ORIGINAL,NEURAXPHARM SPAIN S.L.U,ZONISAMIDA,116.38,NO,NO
SITAGLIPTINA,GENERICO,AUROVITAS SPAIN S.A.U,SITAGLIPTINA,31.21,NO,NO
SITAGLIPTINA,GENERICO,AUROVITAS SPAIN S.A.U,SITAGLIPTINA,8.4,NO,NO
SITAGLIPTINA,GENERICO,AUROVITAS SPAIN S.A.U,SITAGLIPTINA,16.78,NO,NO
FESOTERODINA,GENERICO,ALTER S.A.,FESOTERODINA,19.19,NO,NO
FESOTERODINA,GENERICO,ALTER S.A.,FESOTERODINA,35.76,NO,NO
FROSINOR,ORIGINAL,GLAXOSMITHKLINE S.A.,PAROXETINA,3.04,NO,NO
ZOLICO,ORIGINAL,ITALFARMACO S.A.,FOLICO,2.5,NO,NO
MALARONE,ORIGINAL,GLAXOSMITHKLINE S.A.,ATOVACUONAPROGUANIL,14.14,NO,NO
SEROXAT,ORIGINAL,GLAXOSMITHKLINE S.A.,PAROXETINA,3.04,NO,NO
KLACID,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,CLARITROMICINA,12.24,NO,NO
NURIL,ORIGINAL,TECNOBIO S.A,PIPEMIDICO,3.56,NO,NO
COLECALCIFEROL,ORIGINAL,TEVA PHARMA S.L.U,COLECALCIFEROL,15.61,NO,NO
LEXXEMA,ORIGINAL,ITALFARMACO S.A.,METILPREDNISOLONA,8.71,NO,NO
ATARAX,ORIGINAL,UCB PHARMA S.A.,HIDROXIZINA,2.97,NO,NO
TERMALDINA,ORIGINAL,GLAXOSMITHKLINE CONSUMER HEALTHCARE S.A.,PARACETAMOLCODEINA,2.26,NO,NO
NURIL,ORIGINAL,TECNOBIO S.A,PIPEMIDICO,2.5,NO,NO
FLUOXETINA,GENERICO,COMBIX S.L.U,FLUOXETINA,5.25,NO,NO
EBIXA,ORIGINAL,LUNDBECK ESPANA S.A.,MEMANTINA,129.26,NO,NO
MOXON,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,MOXONIDINA,15.0,NO,NO
TELMISARTAN/AMLODIPINO,GENERICO,TEVA PHARMA S.L.U,TELMISARTANAMLODIPINO,13.49,NO,NO
TELMISARTAN/AMLODIPINO,GENERICO,TEVA PHARMA S.L.U,TELMISARTANAMLODIPINO,12.68,NO,NO
FESOTERODINA,GENERICO,AUROVITAS SPAIN S.A.U,FESOTERODINA,35.76,NO,NO
FESOTERODINA,GENERICO,AUROVITAS SPAIN S.A.U,FESOTERODINA,19.19,NO,NO
SITAGLIPTINA,GENERICO,AUROVITAS SPAIN S.A.U,SITAGLIPTINA,53.06,NO,NO
DULOXETINA,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,DULOXETINA,53.45,NO,NO
SITAGLIPTINA/METFORMINA,GENERICO,ALMUS FARMACEUTICA S.A.U.,SITAGLIPTINA,28.71,NO,NO
LYRICA,ORIGINAL,ECOFAR PRODUCTOS S.L.,PREGABALINA,14.71,NO,NO
YASNAL,GENERICO,EUROMED PHARMA SPAIN S.L.,DONEPEZILO,65.16,NO,NO
SITAGLIPTINA/METFORMINA,GENERICO,TOWA PHARMACEUTICAL S.A.,METFORMINA,28.71,NO,NO
TOBRAMICINA,GENERICO,NORMON S.A.,TOBRAMICINA,2.29,NO,NO
RANOLAZINA,GENERICO,STADA S.L,RANOLAZINA,41.73,NO,NO
RANOZEK,GENERICO,ADAMED LABORATORIOS S.L.U,RANOLAZINA,41.73,NO,NO
TIDIMAZ,ORIGINAL,BRILL PHARMA S.L.,TIMOLOL,24.23,NO,NO
OXITRIL,ORIGINAL,EUROMED PHARMA SPAIN S.L.,DULOXETINA,13.36,NO,NO
OXITRIL,ORIGINAL,EUROMED PHARMA SPAIN S.L.,DULOXETINA,53.45,NO,NO
LYRICA,ORIGINAL,ECOFAR PRODUCTOS S.L.,PREGABALINA,58.82,NO,NO
AMLODIPINO,GENERICO,KRKA FARMACEUTICA S.L.,AMLODIPINO,1.25,SI,NO
AMLODIPINO,GENERICO,KRKA FARMACEUTICA S.L.,AMLODIPINO,2.5,SI,NO
LEFLUNOMIDA,GENERICO,AUROVITAS SPAIN S.A.U,LEFLUNOMIDA,26.96,NO,NO
LEFLUNOMIDA,GENERICO,AUROVITAS SPAIN S.A.U,LEFLUNOMIDA,53.92,NO,NO
JAZETA,GENERICO,ZENTIVA KS,SITAGLIPTINA,62.43,NO,NO
DULOXETINA,ORIGINAL,CINFA S.A.,DULOXETINA,40.09,NO,NO
DULOXETINA,ORIGINAL,CINFA S.A.,DULOXETINA,53.45,NO,NO
XERISTAR,ORIGINAL,ESTEVE PHARMACEUTICALS S.A.,DULOXETINA,40.09,NO,NO
XERISTAR,ORIGINAL,ESTEVE PHARMACEUTICALS S.A.,DULOXETINA,53.45,NO,NO
RANOLAZINA,GENERICO,CINFA S.A.,RANOLAZINA,41.73,NO,NO
GLICLAZIDA,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,GLICLAZIDA,11.18,SI,NO
TRAMADOL/PARACETAMOL,ORIGINAL,KERN PHARMA S.L.,TRAMADOL,5.92,NO,NO
TRAMADOL/PARACETAMOL,ORIGINAL,KERN PHARMA S.L.,TRAMADOL,17.75,NO,NO
VILDAGLIPTINA/METFORMINA,GENERICO,ALMUS FARMACEUTICA S.A.U.,METFORMINA,36.19,NO,NO
CLOZAPINA,GENERICO,STADA S.L,CLOZAPINA,3.54,NO,NO
CLOZAPINA,GENERICO,STADA S.L,CLOZAPINA,14.17,NO,NO
CLOZAPINA,ORIGINAL,STADA S.L,CLOZAPINA,28.35,NO,NO
AERIUS,ORIGINAL,ECOFAR PRODUCTOS S.L.,DESLORATADINA,6.63,NO,NO
VILDAGLIPTINA/METFORMINA,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,METFORMINA,36.19,NO,NO
FLAGYL,ORIGINAL,SANOFI AVENTIS S.A,METRONIDAZOL,2.17,NO,NO
IMIKERADERM,ORIGINAL,MIBE PHARMA ESPANA S.L.,IMIQUIMOD,37.78,NO,NO
IMIKERADERM,ORIGINAL,MIBE PHARMA ESPANA S.L.,IMIQUIMOD,75.56,NO,NO
LACOSAMIDA,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,LACOSAMIDA,70.37,NO,NO
LACOSAMIDA,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,LACOSAMIDA,105.58,NO,NO
LACOSAMIDA,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,LACOSAMIDA,140.79,NO,NO
LACOSAMIDA,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,LACOSAMIDA,8.79,NO,NO
SERTRALINA,GENERICO,ARISTO PHARMA IBERIA S.L.,SERTRALINA,23.32,NO,NO
FLAGYL,ORIGINAL,SANOFI AVENTIS S.A,METRONIDAZOL,2.37,NO,NO
TOBRAMICINA,GENERICO,NORMON S.A.,TOBRAMICINA,1.53,NO,NO
BRIVIACT,ORIGINAL,MELYFARMA S.L.,BRIVARACETAM,145.59,NO,NO
ZYPREXA,ORIGINAL,MELYFARMA S.L.,OLANZAPINA,26.44,NO,NO
TACROLIMUS,GENERICO,STADA S.L,TACROLIMUS,107.9,NO,NO
TACROLIMUS,GENERICO,STADA S.L,TACROLIMUS,167.55,NO,NO
BILAXTEN,ORIGINAL,FAES FARMA S.A.,BILASTINA,18.8,NO,NO
DIAZEPAM,GENERICO,TOWA PHARMACEUTICAL S.A.,DIAZEPAM,1.5,NO,NO
DIAZEPAM,GENERICO,TOWA PHARMACEUTICAL S.A.,DIAZEPAM,1.89,NO,NO
DIAZEPAM,GENERICO,TOWA PHARMACEUTICAL S.A.,DIAZEPAM,1.92,NO,NO
DIAZEPAM,ORIGINAL,TOWA PHARMACEUTICAL S.A.,DIAZEPAM,1.55,NO,NO
BILASTINA,GENERICO,AUROVITAS SPAIN S.A.U,BILASTINA,6.99,NO,NO
LOSARTAN,GENERICO,TARBIS FARMA S.L.,LOSARTAN,2.5,SI,NO
GANIRELIX,GENERICO,GEDEON RICHTER IBERICA S.A,GANIRELIX,25.85,NO,NO
GANIRELIX,GENERICO,GEDEON RICHTER IBERICA S.A,GANIRELIX,142.18,NO,NO
ALOPURINOL,GENERICO,TARBIS FARMA S.L.,ALOPURINOL,1.67,SI,NO
ALOPURINOL,GENERICO,TARBIS FARMA S.L.,ALOPURINOL,3.12,SI,NO
ALOPURINOL,GENERICO,TARBIS FARMA S.L.,ALOPURINOL,2.81,SI,NO
FLOGOTER,ORIGINAL,ESTEDI S.L.,INDOMETACINA,1.95,NO,NO
FLOGOTER,ORIGINAL,ESTEDI S.L.,INDOMETACINA,2.08,NO,NO
ZYPREXA,ORIGINAL,MELYFARMA S.L.,OLANZAPINA,52.89,NO,NO
ZYPREXA,ORIGINAL,MELYFARMA S.L.,OLANZAPINA,105.78,NO,NO
INEGY,ORIGINAL,ELAM PHARMA LABS S.L.,EZETIMIBASIMVASTATINA,32.72,NO,NO
ISDIBEN,GENERICO,ISDIN S.A.,ISOTRETINOINA,17.09,NO,NO
ISDIBEN,GENERICO,ISDIN S.A.,ISOTRETINOINA,34.19,NO,NO
LOSARTAN/HIDROCLOROTIAZIDA,GENERICO,TEVA PHARMA S.L.U,HIDROCLOROTIAZIDALOSARTAN,5.84,NO,NO
JIDINUM,GENERICO,MEDOCHEMIE IBERIA S.A. SUCURSAL EN ESPANA,SITAGLIPTINA,53.06,NO,NO
FLUIDASA,ORIGINAL,TEOFARMA S.R.L,MEPIRAMINA,1.62,NO,NO
ARROX,ORIGINAL,ALTER S.A.,EZETIMIBAROSUVASTATINA,26.54,NO,NO
ARROX,ORIGINAL,ALTER S.A.,ROSUVASTATINA,30.72,NO,NO
ROSUVASTATINA/EZETIMIBA,ORIGINAL,ALTER S.A.,EZETIMIBAROSUVASTATINA,26.54,NO,NO
ROSUVASTATINA/EZETIMIBA,ORIGINAL,ALTER S.A.,ROSUVASTATINA,30.72,NO,NO
ROSUVASTATINA/EZETIMIBA,ORIGINAL,CINFA S.A.,EZETIMIBAROSUVASTATINA,26.54,NO,NO
ROSUVASTATINA/EZETIMIBA,ORIGINAL,CINFA S.A.,EZETIMIBAROSUVASTATINA,30.72,NO,NO
IBIS,ORIGINAL,MENARINIS.A.,BILASTINA,18.8,NO,NO
FLUIDASA,ORIGINAL,TEOFARMA S.R.L,MEPIRAMINA,4.21,NO,NO
ESCARPILO,ORIGINAL,NEURAXPHARM SPAIN S.L.U,ESLICARBAZEPINA,138.08,NO,NO
ESCARPILO,GENERICO,NEURAXPHARM SPAIN S.L.U,ESLICARBAZEPINA,49.95,NO,NO
SOLIFENACINA/TAMSULOSINA,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,SOLIFENACINA,30.07,NO,NO
VESOLTA,GENERICO,KERN PHARMA S.L.,SOLIFENACINA,30.07,NO,NO
TAPIMIO,GENERICO,NEURAXPHARM SPAIN S.L.U,TAPENTADOL,12.11,NO,NO
TAPIMIO,GENERICO,NEURAXPHARM SPAIN S.L.U,TAPENTADOL,22.01,NO,NO
TAPIMIO,GENERICO,NEURAXPHARM SPAIN S.L.U,TAPENTADOL,44.02,NO,NO
TAPIMIO,GENERICO,NEURAXPHARM SPAIN S.L.U,TAPENTADOL,66.03,NO,NO
CALCIO,ORIGINAL,ISDIN S.A.,CALCIO,7.21,NO,NO
TAPIMIO,GENERICO,NEURAXPHARM SPAIN S.L.U,TAPENTADOL,88.05,NO,NO
TAPIMIO,GENERICO,NEURAXPHARM SPAIN S.L.U,TAPENTADOL,110.06,NO,NO
ESOMEPRAZOL,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ESOMEPRAZOL,12.55,NO,NO
ESOMEPRAZOL,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ESOMEPRAZOL,25.1,NO,NO
ESOMEPRAZOL,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ESOMEPRAZOL,50.2,NO,NO
CALCIAL,ORIGINAL,ESPECIALIDADES FARMACEUTICAS CENTRUM S.A.,COLECALCIFEROLCALCIO,7.21,NO,NO
VACUNA,ORIGINAL,AJ VACCINES A/S,BCG,9.59,NO,NO
ZYPREXA,ORIGINAL,ECOFAR PRODUCTOS S.L.,OLANZAPINA,26.44,NO,NO
AERIUS,ORIGINAL,MELYFARMA S.L.,DESLORATADINA,6.63,NO,NO
FULVESTRANT,GENERICO,AUROVITAS SPAIN S.A.U,FULVESTRANT,225.7,NO,NO
FULVESTRANT,GENERICO,AUROVITAS SPAIN S.A.U,FULVESTRANT,408.86,NO,NO
FELODIPINO,ORIGINAL,SANDOZ FARMACEUTICA S.A,FELODIPINO,8.85,SI,NO
FORDIURAN,ORIGINAL,TORA LABORATORIES S.L.,BUMETANIDA,2.56,SI,NO
BRIVIACT,ORIGINAL,DIFARMED S.L.U,BRIVARACETAM,145.59,NO,NO
TAPENTADOL,GENERICO,STADA S.L,TAPENTADOL,44.02,NO,NO
TAPENTADOL,GENERICO,STADA S.L,TAPENTADOL,66.03,NO,NO
TAPENTADOL,GENERICO,STADA S.L,TAPENTADOL,88.05,NO,NO
TAPENTADOL,GENERICO,STADA S.L,TAPENTADOL,110.06,NO,NO
TAPENTADOL,GENERICO,STADA S.L,TAPENTADOL,12.11,NO,NO
TAPENTADOL,GENERICO,STADA S.L,TAPENTADOL,22.01,NO,NO
KEPPRA,ORIGINAL,DIFARMED S.L.U,LEVETIRACETAM,56.64,NO,NO
KEPPRA,ORIGINAL,DIFARMED S.L.U,LEVETIRACETAM,27.27,NO,NO
TEBARAT,ORIGINAL,SALVAT S.A.,AZELASTINA,11.33,NO,NO
GABAPENTINA,GENERICO,COMBIX S.L.U,GABAPENTINA,3.08,SI,NO
GABAPENTINA,GENERICO,COMBIX S.L.U,GABAPENTINA,9.23,SI,NO
RANOLAZINA,GENERICO,NORMON S.A.,RANOLAZINA,41.73,NO,NO
PALGESIC,GENERICO,KERN PHARMA S.L.,TAPENTADOL,44.02,NO,NO
PALGESIC,GENERICO,KERN PHARMA S.L.,TAPENTADOL,66.03,NO,NO
PALGESIC,GENERICO,KERN PHARMA S.L.,TAPENTADOL,88.05,NO,NO
PALGESIC,GENERICO,KERN PHARMA S.L.,TAPENTADOL,110.06,NO,NO
PALGESIC,GENERICO,KERN PHARMA S.L.,TAPENTADOL,12.11,NO,NO
PALGESIC,GENERICO,KERN PHARMA S.L.,TAPENTADOL,22.01,NO,NO
ELEBLOC,ORIGINAL,IMMEDICA PHARMA AB,CARTEOLOL,3.17,SI,NO
PARACETAMOL,GENERICO,KERN PHARMA S.L.,PARACETAMOL,0.86,NO,NO
PROGYLUTON,ORIGINAL,BAYER HISPANIA S.L,NORGESTRELESTRADIOL,2.95,NO,NO
FORTECORTIN,ORIGINAL,LABORATORIOS ERN S.A.,DEXAMETASONA,2.12,NO,NO
BILASTINA,GENERICO,TEVA PHARMA S.L.U,BILASTINA,3.84,NO,NO
LYRICA,ORIGINAL,EUROMED PHARMA SPAIN S.L.,PREGABALINA,58.82,NO,NO
MOXON,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,MOXONIDINA,27.26,NO,NO
MOXON,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,MOXONIDINA,20.08,NO,NO
TAPENTADOL,GENERICO,TEVA PHARMA S.L.U,TAPENTADOL,12.11,NO,NO
TAPENTADOL,GENERICO,TEVA PHARMA S.L.U,TAPENTADOL,22.01,NO,NO
MOXON,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,MOXONIDINA,39.7,NO,NO
TAPENTADOL,GENERICO,TEVA PHARMA S.L.U,TAPENTADOL,44.02,NO,NO
TAPENTADOL,GENERICO,TEVA PHARMA S.L.U,TAPENTADOL,66.03,NO,NO
TAPENTADOL,GENERICO,TEVA PHARMA S.L.U,TAPENTADOL,88.05,NO,NO
TAPENTADOL,GENERICO,TEVA PHARMA S.L.U,TAPENTADOL,110.06,NO,NO
MOXON,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,MOXONIDINA,23.45,NO,NO
PROVIRON,ORIGINAL,BAYER HISPANIA S.L,MESTEROLONA,4.0,SI,NO
ROXITROMICINA,GENERICO,SANDOZ FARMACEUTICA S.A,ROXITROMICINA,6.88,NO,NO
ROSUVASTATINA/EZETIMIBA,ORIGINAL,SANDOZ FARMACEUTICA S.A,ROSUVASTATINA,26.54,NO,NO
ROSUVASTATINA/EZETIMIBA,ORIGINAL,SANDOZ FARMACEUTICA S.A,ROSUVASTATINA,30.72,NO,NO
QUETIAPINA,ORIGINAL,TEVA PHARMA S.L.U,QUETIAPINA,16.2,NO,NO
MOXON,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,MOXONIDINA,46.91,NO,NO
FROSINOR,ORIGINAL,GLAXOSMITHKLINE S.A.,PAROXETINA,6.09,NO,NO
SEROXAT,ORIGINAL,GLAXOSMITHKLINE S.A.,PAROXETINA,6.09,NO,NO
VISUCOPT,ORIGINAL,VISUFARMA S.P.A.,TIMOLOL,22.1,NO,NO
DEXNON,ORIGINAL,KERN PHARMA S.L.,LEVOTIROXINA,4.53,SI,NO
LEFLUNOMIDA,GENERICO,NORMON S.A.,LEFLUNOMIDA,167.48,NO,NO
RANOLAZINA,GENERICO,ALTER S.A.,RANOLAZINA,41.73,NO,NO
FUNGISDIN,ORIGINAL,ISDIN S.A.,MICONAZOL,4.68,NO,NO
LIPOCOMB,ORIGINAL,ECOFAR PRODUCTOS S.L.,ROSUVASTATINA,26.54,NO,NO
LIPOCOMB,ORIGINAL,ECOFAR PRODUCTOS S.L.,EZETIMIBAROSUVASTATINA,30.72,NO,NO
LYSODREM,ORIGINAL,HRA PHARMA IBERIA S.L,MITOTANO,682.15,NO,NO
NORFENAZIN,ORIGINAL,BIOWISE PHARMACEUTICALS S.L,NORTRIPTILINA,1.86,NO,NO
NORFENAZIN,ORIGINAL,BIOWISE PHARMACEUTICALS S.L,NORTRIPTILINA,2.06,NO,NO
PODERTONIC,ORIGINAL,PHARMINICIO S.L.U,FERROCOLINATO,5.23,NO,NO
SOLIFENACINA/TAMSULOSINA,GENERICO,CINFA S.A.,TAMSULOSINA,30.07,NO,NO
CLARELUX,ORIGINAL,PIERRE FABRE IBERICA S.A.,CLOBETASOL,8.7,NO,NO
NEXIUM,ORIGINAL,ECOFAR PRODUCTOS S.L.,ESOMEPRAZOL,25.1,NO,NO
IVERMECTINA,GENERICO,TEVA PHARMA S.L.U,IVERMECTINA,17.48,NO,NO
GARDENAL,ORIGINAL,SANOFI AVENTIS S.A,FENOBARBITAL,1.06,SI,NO
ESTILSONA,ORIGINAL,LABORATORIOS ERN S.A.,PREDNISOLONA,12.13,SI,NO
ETALPHA,ORIGINAL,RUBIO S.A.,ALFACALCIDOL,9.04,NO,NO
PODERTONIC,ORIGINAL,PHARMINICIO S.L.U,HIERRO-CITRATO-COLINA,6.2,NO,NO
REXER,ORIGINAL,ORGANON SALUD S.L.,MIRTAZAPINA,8.52,NO,NO
ARTEDIL,ORIGINAL,ELAM PHARMA LABS S.L.,MANIDIPINO,14.17,NO,NO
TRAVATAN,ORIGINAL,ECOFAR PRODUCTOS S.L.,TRAVOPROST,16.02,NO,NO
DOPORIO,GENERICO,ORION CORPORATION,CARBIDOPA,11.26,NO,NO
CANDESARTAN,GENERICO,NORMON S.A.,CANDESARTAN,5.62,NO,NO
VALTREX,ORIGINAL,MELYFARMA S.L.,VALACICLOVIR,48.49,NO,NO
SYCREST,ORIGINAL,ECOFAR PRODUCTOS S.L.,ASENAPINA,156.32,NO,NO
BILAMAX,GENERICO,CINFA S.A.,BILASTINA,6.99,NO,NO
BILAMAX,GENERICO,CINFA S.A.,BILASTINA,8.74,NO,NO
SOLIFENACINA/TAMSULOSINA,GENERICO,TOWA PHARMACEUTICAL S.A.,TAMSULOSINA,30.07,NO,NO
RANOLAZINA,GENERICO,KRKA FARMACEUTICA S.L.,RANOLAZINA,41.73,NO,NO
MAXALT,ORIGINAL,ECOFAR PRODUCTOS S.L.,RIZATRIPTAN,8.8,NO,NO
MAXALT,ORIGINAL,ECOFAR PRODUCTOS S.L.,RIZATRIPTAN,26.4,NO,NO
SOLIFENACINA/TAMSULOSINA,GENERICO,ARISTO PHARMA IBERIA S.L.,TAMSULOSINA,30.07,NO,NO
ANGIODROX,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,DILTIAZEM,9.13,SI,NO
SOLIFENACINA/TAMSULOSINA,GENERICO,NORMON S.A.,TAMSULOSINA,30.07,NO,NO
RANEXA,ORIGINAL,ECOFAR PRODUCTOS S.L.,RANOLAZINA,41.73,NO,NO
SOLIFENACINA/TAMSULOSINA,GENERICO,TEVA PHARMA S.L.U,SOLIFENACINA,30.07,NO,NO
IBUPROFENO,GENERICO,TOWA PHARMACEUTICAL S.A.,IBUPROFENO,2.06,NO,NO
CARDYL,ORIGINAL,ECOFAR PRODUCTOS S.L.,ATORVASTATINA,32.72,NO,NO
ANGIODROX,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,DILTIAZEM,18.26,SI,NO
GEMFIBROZILO,GENERICO,TARBIS FARMA S.L.,GEMFIBROZILO,9.8,SI,NO
LEVETIRACETAM,GENERICO,TEVA PHARMA S.L.U,LEVETIRACETAM,90.89,NO,NO
ROSUVASTATINA,ORIGINAL,NORMON S.A.,ROSUVASTATINA,14.78,SI,NO
ROSUVASTATINA,ORIGINAL,NORMON S.A.,ROSUVASTATINA,29.57,SI,NO
NIMODIPINO,GENERICO,STADA S.L,NIMODIPINO,5.34,NO,NO
GELIDINA,ORIGINAL,TORA LABORATORIES S.L.,FLUOCINOLONA,3.04,NO,NO
GELIDINA,ORIGINAL,TORA LABORATORIES S.L.,FLUOCINOLONA,3.53,NO,NO
CLOPIDOGREL,GENERICO,ALTER S.A.,CLOPIDOGREL,50.44,NO,NO
TANOLUX,ORIGINAL,SALVAT S.A.,LATANOPROST,15.61,NO,NO
ROSUVASTATINA/EZETIMIBA,ORIGINAL,KRKA FARMACEUTICA S.L.,EZETIMIBAROSUVASTATINA,26.54,NO,NO
ROSUVASTATINA/EZETIMIBA,ORIGINAL,KRKA FARMACEUTICA S.L.,ROSUVASTATINA,30.72,NO,NO
LORMETAZEPAM,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,LORMETAZEPAM,2.01,NO,NO
LORMETAZEPAM,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,LORMETAZEPAM,2.31,NO,NO
LORMETAZEPAM,GENERICO,INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR S.A.,LORMETAZEPAM,2.01,NO,NO
LORMETAZEPAM,GENERICO,INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR S.A.,LORMETAZEPAM,2.31,NO,NO
