NOMBRE DEL PRODUCTO FARMACEUTICO,TIPO DE FARMACO,NOMBRE DEL LABORATORIO OFERTANTE,ESTADO,PRINCIPIO ACTIVO O ASOCIACION DE PRINCIPIOS ACTIVOS,PRECIO VENTA CON IVA_EUROS,TRATAMIENTO DE LARGA DURACION,MEDICAMENTO HUERFANO
METHYSYM,ORIGINAL,ARISTO PHARMA IBERIA S.L.,ALTA,METILFENIDATO,6.53,NO,NO
METHYSYM,ORIGINAL,ARISTO PHARMA IBERIA S.L.,ALTA,METILFENIDATO,13.04,NO,NO
METHYSYM,ORIGINAL,ARISTO PHARMA IBERIA S.L.,ALTA,METILFENIDATO,19.56,NO,NO
METHYSYM,ORIGINAL,ARISTO PHARMA IBERIA S.L.,ALTA,METILFENIDATO,26.07,NO,NO
METHYSYM,ORIGINAL,ARISTO PHARMA IBERIA S.L.,ALTA,METILFENIDATO,32.6,NO,NO
METHYSYM,ORIGINAL,ARISTO PHARMA IBERIA S.L.,ALTA,METILFENIDATO,39.11,NO,NO
ROFLUMILAST,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,ROFLUMILAST,34.7,NO,NO
LEVETIRACETAM,GENERICO,STADA S.L,ALTA,LEVETIRACETAM,90.89,NO,NO
MOXIFLOXACINO,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,MOXIFLOXACINO,13.58,NO,NO
AGUA,ORIGINAL,SERRA PAMIES S.A.,ALTA,AGUA,13.89,NO,NO
AGOMELATINA,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,AGOMELATINA,61.3,NO,NO
BALZAK,ORIGINAL,MELYFARMA S.L.,ALTA,OLMESARTAN,21.76,NO,NO
OPENVAS,ORIGINAL,MELYFARMA S.L.,ALTA,OLMESARTAN,20.17,NO,NO
OPENVAS,ORIGINAL,DIFARMED S.L.U,ALTA,OLMESARTAN,20.18,NO,NO
CITALOPRAM,GENERICO,COMBIX S.L.U,ALTA,CITALOPRAM,10.24,NO,NO
CITICOLINA,GENERICO,CINFA S.A.,ALTA,CITICOLINA,48.55,NO,NO
ESCARPILO,GENERICO,NEURAXPHARM SPAIN S.L.U,ALTA,ESLICARBAZEPINA,102.28,NO,NO
LEVETIRACETAM,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,LEVETIRACETAM,28.32,NO,NO
LEVETIRACETAM,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,LEVETIRACETAM,56.64,NO,NO
OLMETEC,ORIGINAL,DIFARMED S.L.U,ALTA,HIDROCLOROTIAZIDAOLMESARTAN,20.18,NO,NO
OLMETEC,ORIGINAL,MELYFARMA S.L.,ALTA,HIDROCLOROTIAZIDAOLMESARTAN,20.18,NO,NO
SERTRALINA,GENERICO,NORMON S.A.,ALTA,SERTRALINA,23.32,NO,NO
SERTRALINA,GENERICO,NORMON S.A.,ALTA,SERTRALINA,11.66,NO,NO
ALZERTA,GENERICO,ESTEVE PHARMACEUTICALS S.A.,ALTA,RIVASTIGMINA,66.38,NO,NO
ALZERTA,GENERICO,ESTEVE PHARMACEUTICALS S.A.,ALTA,RIVASTIGMINA,137.08,NO,NO
ALZERTA,GENERICO,ESTEVE PHARMACEUTICALS S.A.,ALTA,RIVASTIGMINA,175.59,NO,NO
IXIA,ORIGINAL,MELYFARMA S.L.,ALTA,OLMESARTAN,20.17,NO,NO
ESLICARBAZEPINA,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,ESLICARBAZEPINA,51.14,NO,NO
ESLICARBAZEPINA,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,ESLICARBAZEPINA,102.28,NO,NO
ESOMEPRAZOL,GENERICO,ALTER S.A.,ALTA,ESOMEPRAZOL,50.2,NO,NO
NAPROXENO,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,NAPROXENO,4.34,NO,NO
OPENVAS,ORIGINAL,DIFARMED S.L.U,ALTA,HIDROCLOROTIAZIDAOLMESARTAN,20.18,NO,NO
RIVASTIGMINA,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,RIVASTIGMINA,175.59,NO,NO
BETAHISTINA,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ALTA,BETAHISTINA,2.73,NO,NO
BETAHISTINA,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ALTA,BETAHISTINA,8.18,NO,NO
ALOPURINOL,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,ALOPURINOL,3.12,SI,NO
OPENVAS,ORIGINAL,MELYFARMA S.L.,ALTA,HIDROCLOROTIAZIDAOLMESARTAN,20.18,NO,NO
CO-DIOVAN,ORIGINAL,MELYFARMA S.L.,ALTA,HIDROCLOROTIAZIDAVALSARTAN,23.96,NO,NO
CO-DIOVAN,ORIGINAL,MELYFARMA S.L.,ALTA,VALSARTANHIDROCLOROTIAZIDA,23.96,NO,NO
RUPAFIN,ORIGINAL,DIFARMED S.L.U,ALTA,RUPATADINA,6.98,NO,NO
RINIALER,ORIGINAL,DIFARMED S.L.U,ALTA,RUPATADINA,6.98,NO,NO
RISTFOR,ORIGINAL,ECOFAR PRODUCTOS S.L.,ALTA,SITAGLIPTINA,28.71,NO,NO
NILEMDO,ORIGINAL,DAIICHI SANKYO ESPANA S.A.,ALTA,BEMPEDOICO,78.24,NO,NO
NUSTENDI,ORIGINAL,DAIICHI SANKYO ESPANA S.A.,ALTA,"EZETIMIBA,BEMPEDOICO",78.24,NO,NO
OPENVAS,ORIGINAL,MELYFARMA S.L.,ALTA,OLMESARTAN,20.18,NO,NO
BEMRIST,ORIGINAL,GEBRO PHARMA S.A.,ALTA,INDACATEROL,41.28,NO,NO
BEMRIST,ORIGINAL,GEBRO PHARMA S.A.,ALTA,MOMETASONA,41.28,NO,NO
ZIMBUS,ORIGINAL,GEBRO PHARMA S.A.,ALTA,GLICOPIRRONIO,75.71,NO,NO
ALOPURINOL,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,ALOPURINOL,2.81,SI,NO
PRITOR,ORIGINAL,BAYER HISPANIA S.L,BAJA POR NO COMERCIALIZAR,TELMISARTAN,9.99,NO,NO
VILDAGLIPTINA/METFORMINA,GENERICO,CINFA S.A.,ALTA,VILDAGLIPTINAMETFORMINA,36.19,NO,NO
VILDAGLIPTINA/METFORMINA,GENERICO,CINFA S.A.,ALTA,METFORMINA,36.19,NO,NO
LANSOPRAZOL,GENERICO,NORMON S.A.,ALTA,LANSOPRAZOL,31.85,NO,NO
LETROZOL,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,LETROZOL,92.1,NO,NO
SERTRALINA,GENERICO,STADA S.L,ALTA,SERTRALINA,11.66,NO,NO
VITAMINA,ORIGINAL,NUTRICION MEDICA S.L.,ALTA,COLECALCIFEROL,15.61,NO,NO
VANCOMICINA,GENERICO,NORMON S.A.,ALTA,VANCOMICINA,10.77,NO,NO
VANCOMICINA,GENERICO,NORMON S.A.,ALTA,VANCOMICINA,5.39,NO,NO
DURATIL,GENERICO,GP-PHARMS.A,ALTA,TERIPARATIDA,252.16,NO,NO
ALZERTA,GENERICO,ESTEVE PHARMACEUTICALS S.A.,ALTA,RIVASTIGMINA,33.19,NO,NO
PRAVASTATINA/FENOFIBRATO,GENERICO,CINFA S.A.,SUSPENSION TEMPORAL GENERAL,FENOFIBRATOPRAVASTATINA,12.97,NO,NO
CIBACEN,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,ALTA,BENAZEPRIL,9.69,SI,NO
BIMATOPROST/TIMOLOL,ORIGINAL,ZENTIVA KS,ALTA,TIMOLOL,9.41,NO,NO
ADALAT,ORIGINAL,BAYER HISPANIA S.L,ALTA,NIFEDIPINO,3.73,SI,NO
BALZAK,ORIGINAL,MELYFARMA S.L.,ALTA,AMLODIPINO,21.43,NO,NO
OLMETEC,ORIGINAL,MELYFARMA S.L.,ALTA,OLMESARTAN,20.18,NO,NO
ZEBINIX,ORIGINAL,ECOFAR PRODUCTOS S.L.,ALTA,ESLICARBAZEPINA,102.28,NO,NO
CORLENTOR,ORIGINAL,DIFARMED S.L.U,ALTA,IVABRADINA,43.27,NO,NO
CORLENTOR,ORIGINAL,DIFARMED S.L.U,ALTA,IVABRADINA,28.85,NO,NO
TRIXEO,ORIGINAL,ASTRAZENECA FARMACEUTICA SPAIN S.A,ALTA,BUDESONIDAFORMOTEROL,75.87,NO,NO
SITAGLIPTINA,GENERICO,NORMON S.A.,ALTA,SITAGLIPTINA,31.21,NO,NO
SITAGLIPTINA,GENERICO,NORMON S.A.,ALTA,SITAGLIPTINA,53.06,NO,NO
SITAGLIPTINA,GENERICO,NORMON S.A.,ALTA,SITAGLIPTINA,8.4,NO,NO
SITAGLIPTINA,GENERICO,NORMON S.A.,ALTA,SITAGLIPTINA,16.78,NO,NO
RISPERIDONA,GENERICO,TEVA PHARMA S.L.U,ALTA,RISPERIDONA,86.42,NO,NO
RISPERIDONA,GENERICO,TEVA PHARMA S.L.U,ALTA,RISPERIDONA,112.34,NO,NO
RISPERIDONA,GENERICO,TEVA PHARMA S.L.U,ALTA,RISPERIDONA,138.28,NO,NO
AMLODIPINO/VALSARTAN/HIDROCLOROTIAZIDA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,VALSARTANAMLODIPINO,14.11,NO,NO
AMLODIPINO/VALSARTAN/HIDROCLOROTIAZIDA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,HIDROCLOROTIAZIDAAMLODIPINO,14.11,NO,NO
AMLODIPINO/VALSARTAN/HIDROCLOROTIAZIDA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,AMLODIPINO,22.59,NO,NO
AMLODIPINO/VALSARTAN/HIDROCLOROTIAZIDA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,VALSARTANAMLODIPINO,13.27,NO,NO
AMLODIPINO/VALSARTAN/HIDROCLOROTIAZIDA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,HIDROCLOROTIAZIDAAMLODIPINO,13.27,NO,NO
ATORVASTATINA,ORIGINAL,CINFA S.A.,ALTA,ATORVASTATINA,12.27,NO,NO
ATORVASTATINA,ORIGINAL,CINFA S.A.,ALTA,ATORVASTATINA,24.54,NO,NO
CITICOLINA,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,CITICOLINA,48.55,NO,NO
ESLICARBAZEPINA,GENERICO,ALTER S.A.,ALTA,ESLICARBAZEPINA,102.28,NO,NO
IVERGALEN,GENERICO,GALENICUM DERMA S.L.,ALTA,IVERMECTINA,17.48,NO,NO
ARUPSAN,GENERICO,ACCORD HEALTHCARE S.L.U,BAJA POR NO COMERCIALIZAR,ESLICARBAZEPINA,51.14,NO,NO
ARUPSAN,GENERICO,ACCORD HEALTHCARE S.L.U,BAJA POR NO COMERCIALIZAR,ESLICARBAZEPINA,102.28,NO,NO
BIXCAR,GENERICO,ALTER S.A.,ALTA,ESLICARBAZEPINA,102.28,NO,NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA,GENERICO,TEVA PHARMA S.L.U,ALTA,HIDROCLOROTIAZIDAAMLODIPINO,15.52,NO,NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA,GENERICO,TEVA PHARMA S.L.U,ALTA,HIDROCLOROTIAZIDAAMLODIPINO,22.62,NO,NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA,GENERICO,TEVA PHARMA S.L.U,ALTA,OLMESARTAN,22.62,NO,NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA,GENERICO,TEVA PHARMA S.L.U,ALTA,OLMESARTAN,21.76,NO,NO
OLMESARTAN/AMLODIPINO/HIDROCLOROTIAZIDA,GENERICO,TEVA PHARMA S.L.U,ALTA,HIDROCLOROTIAZIDAAMLODIPINO,21.76,NO,NO
VIACORAM,ORIGINAL,DIFARMED S.L.U,ALTA,AMLODIPINO,15.41,NO,NO
VIACORAM,ORIGINAL,DIFARMED S.L.U,ALTA,AMLODIPINO,24.67,NO,NO
CO-DIOVAN,ORIGINAL,DIFARMED S.L.U,ALTA,VALSARTANHIDROCLOROTIAZIDA,23.96,NO,NO
DUOPLAVIN,ORIGINAL,MELYFARMA S.L.,ALTA,ACETILSALICILICO,22.85,NO,NO
KETISAL,ORIGINAL,HORUS PHARMA IBERICA S.L,ALTA,KETOTIFENO,6.32,NO,NO
IXIA,ORIGINAL,ECOFAR PRODUCTOS S.L.,ALTA,HIDROCLOROTIAZIDAOLMESARTAN,20.18,NO,NO
OROXELAM,ORIGINAL,EXELTIS HEALTHCARE S.L.,ALTA,MIDAZOLAM,86.8,NO,NO
DULOXETINA,GENERICO,ALTER S.A.,ALTA,DULOXETINA,53.45,NO,NO
QUETIAPINA,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,QUETIAPINA,129.63,NO,NO
QUETIAPINA,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,QUETIAPINA,16.2,NO,NO
QUETIAPINA,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,QUETIAPINA,48.61,NO,NO
CO-DIOVAN,ORIGINAL,DIFARMED S.L.U,ALTA,HIDROCLOROTIAZIDAVALSARTAN,23.96,NO,NO
GALVUS,ORIGINAL,DIFARMED S.L.U,ALTA,VILDAGLIPTINA,31.21,NO,NO
GALVUS,ORIGINAL,DIFARMED S.L.U,ALTA,VILDAGLIPTINA,19.51,NO,NO
DULOTEX,ORIGINAL,NEURAXPHARM SPAIN S.L.U,ALTA,DULOXETINA,40.09,NO,NO
ZEKILEP,GENERICO,KERN PHARMA S.L.,ALTA,ESLICARBAZEPINA,51.14,NO,NO
VILDAGLIPTINA/METFORMINA,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,METFORMINA,36.19,NO,NO
TRIMBOW,ORIGINAL,CHIESI ESPANA S.A.U.,ALTA,BECLOMETASONA,75.71,NO,NO
BUPRENORFINA/NALOXONA,GENERICO,LABORATORIOS TILLOMED SPAIN S.L.U.,ALTA,NALOXONA,3.37,NO,NO
BUPRENORFINA/NALOXONA,GENERICO,LABORATORIOS TILLOMED SPAIN S.L.U.,ALTA,NALOXONA,11.24,NO,NO
BUPRENORFINA/NALOXONA,GENERICO,LABORATORIOS TILLOMED SPAIN S.L.U.,ALTA,NALOXONA,50.95,NO,NO
METAMIZOL,GENERICO,TEVA PHARMA S.L.U,BAJA POR NO COMERCIALIZAR,METAMIZOL,2.26,NO,NO
DUTASTERIDA/TAMSULOSINA,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,TAMSULOSINA,20.15,NO,NO
FULVESTRANT,GENERICO,TEVA PHARMA S.L.U,ALTA,FULVESTRANT,408.86,NO,NO
CILLIMICINA,ORIGINAL,NORMON S.A.,SUSPENSION TEMPORAL GENERAL,LINCOMICINA,1.56,NO,NO
FUROSEMIDA,GENERICO,INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR S.A.,ALTA,FUROSEMIDA,2.25,SI,NO
FUROSEMIDA,GENERICO,TEVA PHARMA S.L.U,ALTA,FUROSEMIDA,2.25,SI,NO
FUROSEMIDA,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,FUROSEMIDA,1.37,SI,NO
FUROSEMIDA,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,FUROSEMIDA,1.06,SI,NO
ANASTROZOL,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,ANASTROZOL,60.09,NO,NO
ASACOL,ORIGINAL,TILLOTTS PHARMA SPAIN S.L.U.,ALTA,MESALAZINA,45.13,SI,NO
SERTRALINA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,SERTRALINA,23.32,NO,NO
PARACETAMOL,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,PARACETAMOL,0.86,NO,NO
PARACETAMOL,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,PARACETAMOL,1.31,NO,NO
PALIPERIDONA,GENERICO,CINFA S.A.,ALTA,PALIPERIDONA,27.58,NO,NO
PALIPERIDONA,GENERICO,CINFA S.A.,ALTA,PALIPERIDONA,55.17,NO,NO
PALIPERIDONA,GENERICO,CINFA S.A.,ALTA,PALIPERIDONA,82.75,NO,NO
BUDESONIDA/FORMOTEROL,ORIGINAL,CIPLA EUROPE NV SUCURSAL EN ESPANA,ALTA,BUDESONIDAFORMOTEROL,39.56,NO,NO
FUROSEMIDA,GENERICO,MABO-FARMA S.A.,ALTA,FUROSEMIDA,2.25,SI,NO
ANAGRELIDA,GENERICO,ACCORD HEALTHCARE S.L.U,ALTA,ANAGRELIDA,312.95,NO,NO
INHALOK,ORIGINAL,KERN PHARMA S.L.,ALTA,SALMETEROL,41.28,NO,NO
INHALOK,ORIGINAL,KERN PHARMA S.L.,ALTA,FLUTICASONA,41.28,NO,NO
FREEFLEX,GENERICO,FRESENIUS KABI ESPANA S.A.,ALTA,GLUCOSA,46.58,NO,NO
AMAIRA,ORIGINAL,ZENTIVA KS,ALTA,FLUTICASONA,41.28,NO,NO
AMAIRA,ORIGINAL,ZENTIVA KS,ALTA,SALMETEROL,41.28,NO,NO
SITAGLIPTINA/METFORMINA,GENERICO,CINFA S.A.,ALTA,SITAGLIPTINA,28.71,NO,NO
VILDAGLIPTINA,GENERICO,ALTER S.A.,ALTA,VILDAGLIPTINA,19.51,NO,NO
VILDAGLIPTINA,GENERICO,ALTER S.A.,ALTA,VILDAGLIPTINA,31.21,NO,NO
SYRACERIN,ORIGINAL,MIBE PHARMA ESPANA S.L.,ALTA,SALICILICO,6.23,NO,NO
ARICEPT,ORIGINAL,MELYFARMA S.L.,ALTA,DONEPEZILO,65.16,NO,NO
ANAGASTRA,ORIGINAL,ECOFAR PRODUCTOS S.L.,ALTA,PANTOPRAZOL,17.48,NO,NO
ANAGASTRA,ORIGINAL,ECOFAR PRODUCTOS S.L.,ALTA,PANTOPRAZOL,8.74,NO,NO
LYRICA,ORIGINAL,MELYFARMA S.L.,ALTA,PREGABALINA,29.41,NO,NO
LYRICA,ORIGINAL,MELYFARMA S.L.,ALTA,PREGABALINA,58.82,NO,NO
BISOPROLOL,GENERICO,ZENTIVA KS,ALTA,BISOPROLOL,2.4,SI,NO
LIPOCOMB,ORIGINAL,DIFARMED S.L.U,ALTA,ROSUVASTATINAEZETIMIBA,30.72,NO,NO
LIPOCOMB,ORIGINAL,DIFARMED S.L.U,ALTA,EZETIMIBAROSUVASTATINA,26.54,NO,NO
PANTECTA,ORIGINAL,ECOFAR PRODUCTOS S.L.,ALTA,PANTOPRAZOL,8.74,NO,NO
PANTECTA,ORIGINAL,ECOFAR PRODUCTOS S.L.,ALTA,PANTOPRAZOL,17.48,NO,NO
ZOMIG,ORIGINAL,DIFARMED S.L.U,ALTA,ZOLMITRIPTAN,16.08,NO,NO
ZOMIG,ORIGINAL,DIFARMED S.L.U,ALTA,ZOLMITRIPTAN,8.04,NO,NO
BISOPROLOL,GENERICO,ZENTIVA KS,ALTA,BISOPROLOL,2.36,SI,NO
BISOPROLOL,GENERICO,ZENTIVA KS,ALTA,BISOPROLOL,3.28,SI,NO
BISOPROLOL,GENERICO,ZENTIVA KS,ALTA,BISOPROLOL,6.56,SI,NO
FLUOXETINA,GENERICO,STADA S.L,ALTA,FLUOXETINA,4.9,NO,NO
MEMOREL,GENERICO,STADA S.L,ALTA,MEMANTINA,144.2,NO,NO
LOBIVON,ORIGINAL,MELYFARMA S.L.,ALTA,NEBIVOLOL,7.87,NO,NO
CINITAPRIDA,GENERICO,TEVA PHARMA S.L.U,ALTA,CINITAPRIDA,6.73,NO,NO
BILASTINA,GENERICO,KERN PHARMA S.L.,ALTA,BILASTINA,6.99,NO,NO
ATORVASTATINA,ORIGINAL,ALTER S.A.,ALTA,ATORVASTATINA,12.27,NO,NO
ATORVASTATINA,GENERICO,ALTER S.A.,ALTA,ATORVASTATINA,32.72,NO,NO
ATORVASTATINA,ORIGINAL,ALTER S.A.,ALTA,ATORVASTATINA,24.54,NO,NO
BILASTINA,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,BILASTINA,6.99,NO,NO
FESOTERODINA,GENERICO,NORMON S.A.,ALTA,FESOTERODINA,35.76,NO,NO
FESOTERODINA,GENERICO,NORMON S.A.,ALTA,FESOTERODINA,19.19,NO,NO
ESOMEPRAZOL,GENERICO,COMBIX S.L.U,ALTA,ESOMEPRAZOL,12.55,NO,NO
ESOMEPRAZOL,GENERICO,COMBIX S.L.U,ALTA,ESOMEPRAZOL,25.1,NO,NO
ESOMEPRAZOL,GENERICO,COMBIX S.L.U,ALTA,ESOMEPRAZOL,50.2,NO,NO
BILASTINA,GENERICO,TEVA PHARMA S.L.U,ALTA,BILASTINA,6.99,NO,NO
BILASTINA,GENERICO,RATIOPHARM ESPANA S.A.,BAJA POR NO COMERCIALIZAR,BILASTINA,6.99,NO,NO
THERVAN,GENERICO,ALTER S.A.,ALTA,ATORVASTATINA,4.09,NO,NO
THERVAN,GENERICO,ALTER S.A.,ALTA,ATORVASTATINA,8.18,NO,NO
THERVAN,ORIGINAL,ALTER S.A.,ALTA,ATORVASTATINA,12.27,NO,NO
THERVAN,GENERICO,ALTER S.A.,ALTA,ATORVASTATINA,16.36,NO,NO
THERVAN,ORIGINAL,ALTER S.A.,ALTA,ATORVASTATINA,24.54,NO,NO
THERVAN,GENERICO,ALTER S.A.,ALTA,ATORVASTATINA,32.72,NO,NO
IBUPROFENO,GENERICO,ZENTIVA SPAIN S.L.,ALTA,IBUPROFENO,2.06,NO,NO
ALOPURINOL,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,ALOPURINOL,1.67,SI,NO
ONTOZRY,ORIGINAL,ANGELINI PHARMA ESPANAS.L,ALTA,CENOBAMATO,153.69,NO,NO
ONTOZRY,ORIGINAL,ANGELINI PHARMA ESPANAS.L,ALTA,CENOBAMATO,87.42,NO,NO
ONTOZRY,ORIGINAL,ANGELINI PHARMA ESPANAS.L,ALTA,CENOBAMATO,104.9,NO,NO
ONTOZRY,ORIGINAL,ANGELINI PHARMA ESPANAS.L,ALTA,CENOBAMATO,146.7,NO,NO
ONTOZRY,ORIGINAL,ANGELINI PHARMA ESPANAS.L,ALTA,CENOBAMATO,164.23,NO,NO
VITAMINA,ORIGINAL,FARMASIERRA LABORATORIOS S.L.,ALTA,CIANOCOBALAMINA,6.23,NO,NO
SIMVASTATINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,SIMVASTATINA,0.95,SI,NO
SIMVASTATINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,SIMVASTATINA,1.58,SI,NO
SIMVASTATINA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,SIMVASTATINA,2.17,SI,NO
BUTILESCOPOLAMINA,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,BUTILESCOPOLAMINA,5.53,NO,NO
GLUCOSADA,ORIGINAL,LABORATORIOS GRIFOLS S.A.,ALTA,GLUCOSA,158.51,NO,NO
GLUCOSADA,ORIGINAL,LABORATORIOS GRIFOLS S.A.,ALTA,GLUCOSA,104.09,NO,NO
GLUCOSADA,ORIGINAL,LABORATORIOS GRIFOLS S.A.,ALTA,GLUCOSA,47.43,NO,NO
GLUCOSALINA,ORIGINAL,LABORATORIOS GRIFOLS S.A.,ALTA,GLUCOSA,44.04,NO,NO
ARIPIPRAZOL,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,ARIPIPRAZOL,23.95,NO,NO
ARIPIPRAZOL,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,ARIPIPRAZOL,47.89,NO,NO
ARIPIPRAZOL,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,ARIPIPRAZOL,71.84,NO,NO
SEFFALAIR,ORIGINAL,TEVA PHARMA S.L.U,ALTA,FLUTICASONA,41.28,NO,NO
FESOTERODINA,GENERICO,STADA S.L,ALTA,FESOTERODINA,19.19,NO,NO
FESOTERODINA,GENERICO,STADA S.L,ALTA,FESOTERODINA,35.76,NO,NO
PENTOXIFILINA,GENERICO,ALTER S.A.,ALTA,PENTOXIFILINA,6.2,NO,NO
TRAVATAN,ORIGINAL,MELYFARMA S.L.,ALTA,TRAVOPROST,16.02,NO,NO
ICANDRA,ORIGINAL,ECOFAR PRODUCTOS S.L.,ALTA,METFORMINA,36.19,NO,NO
LACOSAMIDA,GENERICO,TARBIS FARMA S.L.,ALTA,LACOSAMIDA,70.37,NO,NO
LACOSAMIDA,GENERICO,TARBIS FARMA S.L.,ALTA,LACOSAMIDA,105.58,NO,NO
LACOSAMIDA,GENERICO,TARBIS FARMA S.L.,ALTA,LACOSAMIDA,140.79,NO,NO
LACOSAMIDA,GENERICO,TARBIS FARMA S.L.,ALTA,LACOSAMIDA,8.79,NO,NO
BIMADE,ORIGINAL,CHIESI ESPANA S.A.U.,ALTA,DELAPRIL,21.07,NO,NO
VIVACE,ORIGINAL,CHIESI ESPANA S.A.U.,ALTA,DELAPRIL,21.07,NO,NO
VILDAGLIPTINA,GENERICO,STADA S.L,ALTA,VILDAGLIPTINA,19.51,NO,NO
VILDAGLIPTINA,GENERICO,STADA S.L,ALTA,VILDAGLIPTINA,31.21,NO,NO
DIAZEPAM,ORIGINAL,NORMON S.A.,ALTA,DIAZEPAM,1.55,NO,NO
DIAZEPAM,GENERICO,NORMON S.A.,ALTA,DIAZEPAM,1.76,NO,NO
DIAZEPAM,GENERICO,NORMON S.A.,ALTA,DIAZEPAM,1.92,NO,NO
METAMIZOL,GENERICO,COMBIX S.L.U,ALTA,METAMIZOL,1.56,NO,NO
METAMIZOL,GENERICO,COMBIX S.L.U,ALTA,METAMIZOL,2.26,NO,NO
FOSAVANCE,ORIGINAL,MELYFARMA S.L.,ALTA,ALENDRONATO,17.92,NO,NO
BROTMIN,GENERICO,MEDOCHEMIE IBERIA S.A. SUCURSAL EN ESPANA,ALTA,METFORMINA,1.94,NO,NO
BROTMIN,GENERICO,MEDOCHEMIE IBERIA S.A. SUCURSAL EN ESPANA,ALTA,METFORMINA,2.5,NO,NO
TRAMADOL,ORIGINAL,NORMON S.A.,ALTA,TRAMADOL,12.41,NO,NO
SERTRALINA,GENERICO,STADA S.L,ALTA,SERTRALINA,23.32,NO,NO
TAVULUS,ORIGINAL,ZENTIVA KS,ALTA,TIOTROPIO,39.25,NO,NO
TAVULUS,ORIGINAL,VISO FARMACEUTICA S.L.,BAJA POR NO COMERCIALIZAR,TIOTROPIO,39.25,NO,NO
DIAZEPAM,GENERICO,NORMON S.A.,ALTA,DIAZEPAM,1.89,NO,NO
OMEPRAZOL,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,OMEPRAZOL,2.42,NO,NO
OMEPRAZOL,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,OMEPRAZOL,4.15,NO,NO
LACOSAMIDA,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,LACOSAMIDA,70.37,NO,NO
LACOSAMIDA,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,LACOSAMIDA,105.58,NO,NO
HYPERLITE,ORIGINAL,PHARMACIA SPAIN S.A.,BAJA GENERAL,CALCIO,2.25,NO,NO
LACOSAMIDA,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,LACOSAMIDA,140.79,NO,NO
LACOSAMIDA,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,LACOSAMIDA,8.79,NO,NO
CLONAZEPAM,GENERICO,NEURAXPHARM SPAIN S.L.U,ALTA,CLONAZEPAM,1.94,SI,NO
CLONAZEPAM,ORIGINAL,NEURAXPHARM SPAIN S.L.U,ALTA,CLONAZEPAM,2.12,SI,NO
