ATC,Descripción Principio Activo,Forma Farmacéutica,Nombre Genérico,detalles del producto,Presentación,Tamaño de Caja o presentación,Fabricante,Precio máximo de venta transacción final comercial
M03AC11,Cisatracurio,Líquido/Sólido - Inyectable,ALURIUM,Cisatracurio Base 2mg/1ml,Líquido/Sólido,Inyectable x 5,AL PHARMA,No regulado
M03AX01,Toxina Hemaglutinina de Toxina Tipo A y otras Toxinas Tipo A,LíqUIdo/Sólido - Inyectable,MAGNION,Toxina Botulinica 100UI/1U,LíqUIdo/Sólido,Inyectable x 1,SYNTHESIS,No regulado
M03AX01,Toxina Hemaglutinina de Toxina Tipo A y otras Toxinas Tipo A,LíqUIdo/Sólido - Inyectable,MAGNION,Toxina Botulinica 100UI/1U,LíqUIdo/Sólido,Inyectable x 1,SYNTHESIS,No regulado
M03AX01,Toxina Hemaglutinina de Toxina Tipo A y otras Toxinas Tipo A,LíqUIdo/Sólido - Inyectable,MAGNION,Toxina Botulinica 100UI/1U,LíqUIdo/Sólido,Inyectable x 1,SYNTHESIS,No regulado
M03AX01,Toxina Hemaglutinina de Toxina Tipo A y otras Toxinas Tipo A,LíqUIdo/Sólido - Inyectable,MAGNION,Toxina Botulinica 100UI/1U,LíqUIdo/Sólido,Inyectable x 1,SYNTHESIS,No regulado
M03AX01,Toxina Hemaglutinina de Toxina Tipo A y otras Toxinas Tipo A,LíqUIdo/Sólido - Inyectable,MAGNION,Toxina Botulinica 100UI/1U,LíqUIdo/Sólido,Inyectable x 1,SYNTHESIS,No regulado
M03AX01,Toxina Hemaglutinina de Toxina Tipo A y otras Toxinas Tipo A,LíqUIdo/Sólido - Inyectable,MAGNION,Toxina Botulinica 100UI/1U,LíqUIdo/Sólido,Inyectable x 1,SYNTHESIS,No regulado
M03AX01,Toxina Hemaglutinina de Toxina Tipo A y otras Toxinas Tipo A,LíqUIdo/Sólido - Inyectable,MAGNION,Toxina Botulinica 100UI/1U,LíqUIdo/Sólido,Inyectable x 1,SYNTHESIS,No regulado
M03AX01,Toxina Hemaglutinina de Toxina Tipo A y otras Toxinas Tipo A,LíqUIdo/Sólido - Inyectable,MAGNION,Toxina Botulinica 100UI/1U,LíqUIdo/Sólido,Inyectable x 1,SYNTHESIS,No regulado
L01DB01,Doxorubicina liposomal,Líquido/Sólido - Inyectable,,Doxorubicina Clorhidrato 20mg/10ml,Líquido/Sólido,Inyectable x 1,ASOFARMA,No regulado
N04BD02,Rasagilina,Sólido - Oral,RAGILEG,"Rasagilina Base 0,5mg/1U",Sólido,Oral x 10,EURODERMA,No regulado
N04BD02,Rasagilina,Sólido - Oral,RAGILEG,"Rasagilina Base 0,5mg/1U",Sólido,Oral x 30,EURODERMA,No regulado
N04BD02,Rasagilina,Sólido - Oral,RAGILEG,"Rasagilina Base 0,5mg/1U",Sólido,Oral x 120,EURODERMA,No regulado
N04BD02,Rasagilina,Sólido - Oral,RAGILEG,"Rasagilina Base 0,5mg/1U",Sólido,Oral x 10,EURODERMA,No regulado
N04BD02,Rasagilina,Sólido - Oral,RAGILEG,Rasagilina Base 1mg/1U,Sólido,Oral x 10,EURODERMA,No regulado
N04BD02,Rasagilina,Sólido - Oral,RAGILEG,Rasagilina Base 1mg/1U,Sólido,Oral x 30,EURODERMA,No regulado
N04BD02,Rasagilina,Sólido - Oral,RAGILEG,Rasagilina Base 1mg/1U,Sólido,Oral x 120,EURODERMA,No regulado
N04BD02,Rasagilina,Sólido - Oral,RAGILEG,Rasagilina Base 1mg/1U,Sólido,Oral x 10,EURODERMA,No regulado
M01AE01,Ibuprofeno,Líquido/Sólido - Inyectable,IBYRAF,Ibuprofeno Base 400mg/100ml,Líquido/Sólido,Inyectable x 1,CORPAUL,No regulado
N05AH04,Quetiapina,Sólido - Oral de liberación modificada,TIAMAX,Quetiapina Base 25mg/1U,Sólido,Oral de liberación modificada x 10,MEGA LABS,No regulado
N05AH04,Quetiapina,Sólido - Oral de liberación modificada,TIAMAX,Quetiapina Base 25mg/1U,Sólido,Oral de liberación modificada x 30,MEGA LABS,No regulado
N05AH04,Quetiapina,Sólido - Oral de liberación modificada,TIAMAX,Quetiapina Base 25mg/1U,Sólido,Oral de liberación modificada x 2,MEGA LABS,No regulado
S01EE01,Latanoprost,Líquido - Oftálmica,LOUTEN,"Latanoprost 0,125mg/2,5ml",Líquido,Oftálmica x 1,MEGA LABS,No regulado
S01EE01,Latanoprost,Líquido - Oftálmica,,,,,,No regulado
L02BX03,Abiraterona,Sólido - Oral,MATIZ,Acetato De Abiraterona 250mg/1U,Sólido,Oral x 120,EUROFARMA,No regulado
M01AE01,Ibuprofeno,Líquido/Sólido - Inyectable,IBUPROFENO,Ibuprofeno Base 400mg/100ml,Líquido/Sólido,Inyectable x 1,BRAUN MELSUNGEN,No regulado
M01AE01,Ibuprofeno,Líquido/Sólido - Inyectable,IBUPROFENO,Ibuprofeno Base 200mg/50ml,Líquido/Sólido,Inyectable x 1,BRAUN MELSUNGEN,No regulado
M01AE01,Ibuprofeno,Líquido/Sólido - Inyectable,IBUPROFENO,Ibuprofeno Base 400mg/100ml,Líquido/Sólido,Inyectable x 10,BRAUN MELSUNGEN,No regulado
M01AE01,Ibuprofeno,Líquido/Sólido - Inyectable,IBUPROFENO,Ibuprofeno Base 400mg/100ml,Líquido/Sólido,Inyectable x 20,BRAUN MELSUNGEN,No regulado
M01AE01,Ibuprofeno,Líquido/Sólido - Inyectable,IBUPROFENO,Ibuprofeno Base 200mg/50ml,Líquido/Sólido,Inyectable x 10,BRAUN MELSUNGEN,No regulado
M01AE01,Ibuprofeno,Líquido/Sólido - Inyectable,IBUPROFENO,Ibuprofeno Base 200mg/50ml,Líquido/Sólido,Inyectable x 20,BRAUN MELSUNGEN,No regulado
L01BC06,Capecitabina,Sólido - Oral,KAPIXA,Capecitabina 500mg/1U,Sólido,Oral x 10,XINETIX PHARMA,No regulado
L01BC06,Capecitabina,Sólido - Oral,KAPIXA,Capecitabina 500mg/1U,Sólido,Oral x 30,XINETIX PHARMA,No regulado
L01BC06,Capecitabina,Sólido - Oral,KAPIXA,Capecitabina 500mg/1U,Sólido,Oral x 60,XINETIX PHARMA,No regulado
L01BC06,Capecitabina,Sólido - Oral,KAPIXA,Capecitabina 500mg/1U,Sólido,Oral x 100,XINETIX PHARMA,No regulado
L01BC06,Capecitabina,Sólido - Oral,KAPIXA,Capecitabina 500mg/1U,Sólido,Oral x 120,XINETIX PHARMA,No regulado
L01BC06,Capecitabina,Sólido - Oral,KAPIXA,Capecitabina 500mg/1U,Sólido,Oral x 30,XINETIX PHARMA,No regulado
L01BC06,Capecitabina,Sólido - Oral,KAPIXA,Capecitabina 500mg/1U,Sólido,Oral x 60,XINETIX PHARMA,No regulado
L01BC06,Capecitabina,Sólido - Oral,KAPIXA,Capecitabina 500mg/1U,Sólido,Oral x 120,XINETIX PHARMA,No regulado
L01BC06,Capecitabina,Sólido - Oral,KAPIXA,Capecitabina 500mg/1U,Sólido,Oral x 10,XINETIX PHARMA,No regulado
B01AF02,Apixaban,Sólido - Oral,,,,,,No regulado
N06DA04,Galantamina,Sólido - Oral de liberación modificada,GALANVITAE,Galantamina Base 8mg/1U,Sólido,Oral de liberación modificada x 7,GALENICUM HEALTH,No regulado
N06DA04,Galantamina,Sólido - Oral de liberación modificada,GALANVITAE,Galantamina Base 8mg/1U,Sólido,Oral de liberación modificada x 14,GALENICUM HEALTH,No regulado
N06DA04,Galantamina,Sólido - Oral de liberación modificada,GALANVITAE,Galantamina Base 8mg/1U,Sólido,Oral de liberación modificada x 28,GALENICUM HEALTH,No regulado
N06DA04,Galantamina,Sólido - Oral de liberación modificada,GALANVITAE,Galantamina Base 8mg/1U,Sólido,Oral de liberación modificada x 1,GALENICUM HEALTH,No regulado
N06DA04,Galantamina,Sólido - Oral de liberación modificada,GALANVITAE,Galantamina Base 8mg/1U,Sólido,Oral de liberación modificada x 14,GALENICUM HEALTH,No regulado
N06DA04,Galantamina,Sólido - Oral de liberación modificada,GALANVITAE,Galantamina Base 8mg/1U,Sólido,Oral de liberación modificada x 28,GALENICUM HEALTH,No regulado
N06DA04,Galantamina,Sólido - Oral de liberación modificada,GALANVITAE,Galantamina Base 8mg/1U,Sólido,Oral de liberación modificada x 7,GALENICUM HEALTH,No regulado
N06DA04,Galantamina,Sólido - Oral de liberación modificada,GALANVITAE SR,Galantamina Base 16mg/1U,Sólido,Oral de liberación modificada x 28,GALENICUM HEALTH,No regulado
N06DA04,Galantamina,Sólido - Oral de liberación modificada,GALANVITAE SR,Galantamina Base 16mg/1U,Sólido,Oral de liberación modificada x 14,GALENICUM HEALTH,No regulado
N06DA04,Galantamina,Sólido - Oral de liberación modificada,GALANVITAE SR,Galantamina Base 16mg/1U,Sólido,Oral de liberación modificada x 7,GALENICUM HEALTH,No regulado
N06DA04,Galantamina,Sólido - Oral de liberación modificada,GALANVITAE SR,Galantamina Base 16mg/1U,Sólido,Oral de liberación modificada x 28,GALENICUM HEALTH,No regulado
N06DA04,Galantamina,Sólido - Oral de liberación modificada,GALANVITAE SR,Galantamina Base 16mg/1U,Sólido,Oral de liberación modificada x 14,GALENICUM HEALTH,No regulado
N06DA04,Galantamina,Sólido - Oral de liberación modificada,GALANVITAE SR,Galantamina Base 16mg/1U,Sólido,Oral de liberación modificada x 7,GALENICUM HEALTH,No regulado
N06DA04,Galantamina,Sólido - Oral de liberación modificada,GALANVITAE SR,Galantamina Base 16mg/1U,Sólido,Oral de liberación modificada x 1,GALENICUM HEALTH,No regulado
N06DA04,Galantamina,Sólido - Oral de liberación modificada,GALANVITAE SR,Galantamina Base 16mg/1U,Sólido,Oral de liberación modificada x 56,GALENICUM HEALTH,No regulado
B06AC01,"Inhibidor de C1, derivado de plasma",LíqUIdo/Sólido - Inyectable,CINRYZE,"Inhibidor de C1, derivado de plasma  500UI/1U",LíqUIdo/Sólido,Inyectable x 2,BAXALTA,No regulado
L04AX04,Lenalidomida (5 mg),Sólido - Oral,PERLARA,Lenalidomida 25mg/1U,Sólido,Oral x 21,LAFRANCOL,No regulado
L04AX04,Lenalidomida (5 mg),Sólido - Oral,PERLARA,Lenalidomida 25mg/1U,Sólido,Oral x 28,LAFRANCOL,No regulado
G03CA57,Estrogenos Conjugados,Semisólido - Vaginal,ESTROGENOS CONJUGADOS,Estrogenos Conjugados 25mg/40g,Semisólido,Vaginal x 1,GENERICOS COLOMBIA,No regulado
G03CA57,Estrogenos Conjugados,Semisólido - Vaginal,ESTROGENOS CONJUGADOS,Estrogenos Conjugados 25mg/40g,Semisólido,Vaginal x 1,GENERICOS COLOMBIA,No regulado
B03XA02,Darbepoetina Alfa,Líquido/Sólido - Inyectable,DARESP,"Darbepoetina Alfa 25µg/0,42ml",Líquido/Sólido,Inyectable x 1,HERNANDO CARDONA CARRILLO,No regulado
B03XA02,Darbepoetina Alfa,Líquido/Sólido - Inyectable,DARESP,"Darbepoetina Alfa 25µg/0,42ml",Líquido/Sólido,Inyectable x 1,HERNANDO CARDONA CARRILLO,No regulado
L01XC07,Bevacizumab,Líquido/Sólido - Inyectable,ZIRABEV,Bevacizumab 100mg/4ml,Líquido/Sólido,Inyectable x 1,PFIZER,No regulado
N06DX01,Memantina,Sólido - Oral,MEMANVITAE,Memantina Clorhidrato 10mg/1U,Sólido,Oral x 7,GALENICUM HEALTH,No regulado
N06DX01,Memantina,Sólido - Oral,MEMANVITAE,Memantina Clorhidrato 10mg/1U,Sólido,Oral x 14,GALENICUM HEALTH,No regulado
N06DX01,Memantina,Sólido - Oral,MEMANVITAE,Memantina Clorhidrato 10mg/1U,Sólido,Oral x 28,GALENICUM HEALTH,No regulado
N06DX01,Memantina,Sólido - Oral,MEMANVITAE,Memantina Clorhidrato 10mg/1U,Sólido,Oral x 56,GALENICUM HEALTH,No regulado
N06DX01,Memantina,Sólido - Oral,MEMANVITAE,Memantina Clorhidrato 10mg/1U,Sólido,Oral x 7,GALENICUM HEALTH,No regulado
N06DX01,Memantina,Sólido - Oral,MEMANVITAE,Memantina Clorhidrato 10mg/1U,Sólido,Oral x 14,GALENICUM HEALTH,No regulado
N06DX01,Memantina,Sólido - Oral,MEMANVITAE,Memantina Clorhidrato 10mg/1U,Sólido,Oral x 28,GALENICUM HEALTH,No regulado
N06DX01,Memantina,Sólido - Oral,MEMANVITAE,Memantina Clorhidrato 10mg/1U,Sólido,Oral x 56,GALENICUM HEALTH,No regulado
V03AC03,Deferasirox,Sólido - Oral,RASIROX,Deferasirox 250mg/1U,Sólido,Oral x 28,STEIN,No regulado
V03AC03,Deferasirox,Sólido - Oral,RASIROX,Deferasirox 250mg/1U,Sólido,Oral x 30,STEIN,No regulado
V03AC03,Deferasirox,Sólido - Oral,RASIROX,Deferasirox 500mg/1U,Sólido,Oral x 28,STEIN,No regulado
V03AC03,Deferasirox,Sólido - Oral,RASIROX,Deferasirox 500mg/1U,Sólido,Oral x 30,STEIN,No regulado
L01BC06,Capecitabina,Sólido - Oral,PACSITA,Capecitabina 150mg/1U,Sólido,Oral x 10,AUROBINDO,No regulado
L01BC06,Capecitabina,Sólido - Oral,PACSITA,Capecitabina 150mg/1U,Sólido,Oral x 120,AUROBINDO,No regulado
L01BC06,Capecitabina,Sólido - Oral,PACSITA,Capecitabina 500mg/1U,Sólido,Oral x 10,AUROBINDO,No regulado
L01BC06,Capecitabina,Sólido - Oral,,,,,,No regulado
N03AX23,Brivaracetam,Sólido - Oral,BRIVAXON,Brivaracetam 25mg/1U,Sólido,Oral x 10,MONTE VERDE,No regulado
N03AX23,Brivaracetam,Sólido - Oral,BRIVAXON,Brivaracetam 50mg/1U,Sólido,Oral x 10,MONTE VERDE,No regulado
N03AX23,Brivaracetam,Sólido - Oral,,,,,,No regulado
J01DC02,Cefuroxime,Líquido/Sólido - Inyectable,CEFOME,Cefuroxima Base 1500mg/1U,Líquido/Sólido,Inyectable x 1,NECTAR LIFESCIENCES,No regulado
J01DC02,Cefuroxime,Líquido/Sólido - Inyectable,CEFOME,Cefuroxima Base 1500mg/1U,Líquido/Sólido,Inyectable x 1,NECTAR LIFESCIENCES,No regulado
J01DC02,Cefuroxime,Líquido/Sólido - Inyectable,CEFOME,Cefuroxima Base 1500mg/1U,Líquido/Sólido,Inyectable x 1,NECTAR LIFESCIENCES,No regulado
A02BC01,Omeprazol,Sólido - Oral de liberación modificada,PROPISOL,Omeprazol Base 20mg/1U,Sólido,Oral de liberación modificada x 10,COMERFAR,No regulado
A02BC01,Omeprazol,Sólido - Oral de liberación modificada,PROPISOL,Omeprazol Base 20mg/1U,Sólido,Oral de liberación modificada x 20,COMERFAR,No regulado
A02BC01,Omeprazol,Sólido - Oral de liberación modificada,OMEPRAZOL,Omeprazol Base 20mg/1U,Sólido,Oral de liberación modificada x 1,PENTACOOP,No regulado
L04AA25,Eculizumab,Líquido/Sólido - Inyectable,,,,,,No regulado
N05AH04,Quetiapina,Sólido - Oral de liberación modificada,NORMOBRON,Quetiapina Base 200mg/1U,Sólido,Oral de liberación modificada x 2,PROCAPS,No regulado
N05AH04,Quetiapina,Sólido - Oral de liberación modificada,NORMOBRON,Quetiapina Base 200mg/1U,Sólido,Oral de liberación modificada x 20,PROCAPS,No regulado
N05AH04,Quetiapina,Sólido - Oral de liberación modificada,NORMOBRON,Quetiapina Base 200mg/1U,Sólido,Oral de liberación modificada x 30,PROCAPS,No regulado
N05AH04,Quetiapina,Sólido - Oral de liberación modificada,NORMOBRON,Quetiapina Base 200mg/1U,Sólido,Oral de liberación modificada x 60,PROCAPS,No regulado
N05AH04,Quetiapina,Sólido - Oral de liberación modificada,NORMOBRON,Quetiapina Base 200mg/1U,Sólido,Oral de liberación modificada x 5,PROCAPS,No regulado
N05AH04,Quetiapina,Sólido - Oral de liberación modificada,NORMOBRON,Quetiapina Base 200mg/1U,Sólido,Oral de liberación modificada x 4,PROCAPS,No regulado
N05AH04,Quetiapina,Sólido - Oral de liberación modificada,NORMOBRON,Quetiapina Base 200mg/1U,Sólido,Oral de liberación modificada x 5,PROCAPS,No regulado
N05AH04,Quetiapina,Sólido - Oral de liberación modificada,NORMOBRON,Quetiapina Base 200mg/1U,Sólido,Oral de liberación modificada x 15,PROCAPS,No regulado
N05AH04,Quetiapina,Sólido - Oral de liberación modificada,NORMOBRON,Quetiapina Base 200mg/1U,Sólido,Oral de liberación modificada x 30,PROCAPS,No regulado
N05AH04,Quetiapina,Sólido - Oral de liberación modificada,NORMOBRON,Quetiapina Base 200mg/1U,Sólido,Oral de liberación modificada x 7,PROCAPS,No regulado
N05AH04,Quetiapina,Sólido - Oral de liberación modificada,NORMOBRON,Quetiapina Base 200mg/1U,Sólido,Oral de liberación modificada x 21,PROCAPS,No regulado
N05AH04,Quetiapina,Sólido - Oral de liberación modificada,NORMOBRON,Quetiapina Base 200mg/1U,Sólido,Oral de liberación modificada x 28,PROCAPS,No regulado
N05AH04,Quetiapina,Sólido - Oral de liberación modificada,NORMOBRON,Quetiapina Base 200mg/1U,Sólido,Oral de liberación modificada x 10,PROCAPS,No regulado
L04AB04,Adalimumab,Líquido/Sólido - Inyectable,ABRILADA,"Adalimumab 40mg/0,8ml",Líquido/Sólido,Inyectable x 2,PFIZER,No regulado
L04AB04,Adalimumab,Líquido/Sólido - Inyectable,ABRILADA,"Adalimumab 40mg/0,8ml",Líquido/Sólido,Inyectable x 1,PFIZER,No regulado
L04AB04,Adalimumab,Líquido/Sólido - Inyectable,ABRILADA,"Adalimumab 40mg/0,8ml",Líquido/Sólido,Inyectable x 2,PFIZER,No regulado
L04AB04,Adalimumab,Líquido/Sólido - Inyectable,ABRILADA,"Adalimumab 40mg/0,8ml",Líquido/Sólido,Inyectable x 1,PFIZER,No regulado
L04AB04,Adalimumab,Líquido/Sólido - Inyectable,ABRILADA,"Adalimumab 20mg/0,4ml",Líquido/Sólido,Inyectable x 2,PFIZER,No regulado
L04AB04,Adalimumab,Líquido/Sólido - Inyectable,ABRILADA,"Adalimumab 20mg/0,4ml",Líquido/Sólido,Inyectable x 1,PFIZER,No regulado
L04AB04,Adalimumab,Líquido/Sólido - Inyectable,ABRILADA,"Adalimumab 40mg/0,8ml",Líquido/Sólido,Inyectable x 2,PFIZER,No regulado
L04AB04,Adalimumab,Líquido/Sólido - Inyectable,ABRILADA,"Adalimumab 40mg/0,8ml",Líquido/Sólido,Inyectable x 1,PFIZER,No regulado
L04AB04,Adalimumab,Líquido/Sólido - Inyectable,ABRILADA,"Adalimumab 40mg/0,8ml",Líquido/Sólido,Inyectable x 1,PFIZER,No regulado
L04AB04,Adalimumab,Líquido/Sólido - Inyectable,ABRILADA,"Adalimumab 40mg/0,8ml",Líquido/Sólido,Inyectable x 2,PFIZER,No regulado
L04AB04,Adalimumab,Líquido/Sólido - Inyectable,ABRILADA,"Adalimumab 40mg/0,8ml",Líquido/Sólido,Inyectable x 1,PFIZER,No regulado
L04AB04,Adalimumab,Líquido/Sólido - Inyectable,ABRILADA,"Adalimumab 20mg/0,4ml",Líquido/Sólido,Inyectable x 2,PFIZER,No regulado
L04AB04,Adalimumab,Líquido/Sólido - Inyectable,ABRILADA,"Adalimumab 20mg/0,4ml",Líquido/Sólido,Inyectable x 1,PFIZER,No regulado
L04AB04,Adalimumab,Líquido/Sólido - Inyectable,ABRILADA,"Adalimumab 40mg/0,8ml",Líquido/Sólido,Inyectable x 2,PFIZER,No regulado
L04AB04,Adalimumab,Líquido/Sólido - Inyectable,ABRILADA,"Adalimumab 40mg/0,8ml",Líquido/Sólido,Inyectable x 1,PFIZER,No regulado
L04AB04,Adalimumab,Líquido/Sólido - Inyectable,ABRILADA,"Adalimumab 40mg/0,8ml",Líquido/Sólido,Inyectable x 2,PFIZER,No regulado
L01XE06,Dasatinib,Sólido - Oral,DASINIB,Dasatinib Base 100mg/1U,Sólido,Oral x 30,LEGRAND,No regulado
L01XE06,Dasatinib,Sólido - Oral,DASINIB,Dasatinib Base 100mg/1U,Sólido,Oral x 70,LEGRAND,No regulado
L01XE06,Dasatinib,Sólido - Oral,DASINIB,Dasatinib Base 100mg/1U,Sólido,Oral x 60,LEGRAND,No regulado
L01XE06,Dasatinib,Sólido - Oral,DASINIB,Dasatinib Base 50mg/1U,Sólido,Oral x 30,LEGRAND,No regulado
L01XE06,Dasatinib,Sólido - Oral,DASINIB,Dasatinib Base 50mg/1U,Sólido,Oral x 60,LEGRAND,No regulado
L01XE06,Dasatinib,Sólido - Oral,DASINIB,Dasatinib Base 50mg/1U,Sólido,Oral x 70,LEGRAND,No regulado
L01XE06,Dasatinib,Sólido - Oral,DASINIB,Dasatinib Base 70mg/1U,Sólido,Oral x 30,LEGRAND,No regulado
L01XE06,Dasatinib,Sólido - Oral,DASINIB,Dasatinib Base 70mg/1U,Sólido,Oral x 60,LEGRAND,No regulado
L01XE06,Dasatinib,Sólido - Oral,DASINIB,Dasatinib Base 70mg/1U,Sólido,Oral x 80,LEGRAND,No regulado
L01XE06,Dasatinib,Sólido - Oral,DASINIB,Dasatinib Base 20mg/1U,Sólido,Oral x 30,LEGRAND,No regulado
L01XE06,Dasatinib,Sólido - Oral,DASINIB,Dasatinib Base 20mg/1U,Sólido,Oral x 60,LEGRAND,No regulado
L01XE06,Dasatinib,Sólido - Oral,DASINIB,Dasatinib Base 20mg/1U,Sólido,Oral x 80,LEGRAND,No regulado
L01XE06,Dasatinib,Sólido - Oral,DASINIB,Dasatinib Base 140mg/1U,Sólido,Oral x 30,LEGRAND,No regulado
L01XE06,Dasatinib,Sólido - Oral,DASINIB,Dasatinib Base 140mg/1U,Sólido,Oral x 60,LEGRAND,No regulado
L01XE06,Dasatinib,Sólido - Oral,DASINIB,Dasatinib Base 140mg/1U,Sólido,Oral x 80,LEGRAND,No regulado
L01XC07,Bevacizumab,Líquido/Sólido - Inyectable,PERSIVIA,Bevacizumab 100mg/4ml,Líquido/Sólido,Inyectable x 1,DR REDDYS,No regulado
L01XC07,Bevacizumab,Líquido/Sólido - Inyectable,PERSIVIA,Bevacizumab 400mg/16ml,Líquido/Sólido,Inyectable x 1,DR REDDYS,No regulado
L01XC07,Bevacizumab,Líquido/Sólido - Inyectable,PERSIVIA,Bevacizumab 100mg/4ml,Líquido/Sólido,Inyectable x 1,DR REDDYS,No regulado
L01XC07,Bevacizumab,Líquido/Sólido - Inyectable,PERSIVIA,Bevacizumab 400mg/16ml,Líquido/Sólido,Inyectable x 1,DR REDDYS,No regulado
C09CA07,Telmisartan,Sólido - Oral,ARTESARTAN,Telmisartan 80mg/1U,Sólido,Oral x 7,EXELTIS,No regulado
C09CA07,Telmisartan,Sólido - Oral,ARTESARTAN,Telmisartan 80mg/1U,Sólido,Oral x 28,EXELTIS,No regulado
C09CA07,Telmisartan,Sólido - Oral,ARTESARTAN,Telmisartan 80mg/1U,Sólido,Oral x 30,EXELTIS,No regulado
C09CA07,Telmisartan,Sólido - Oral,ARTESARTAN,Telmisartan 80mg/1U,Sólido,Oral x 56,EXELTIS,No regulado
C09CA07,Telmisartan,Sólido - Oral,ARTESARTAN,Telmisartan 80mg/1U,Sólido,Oral x 10,EXELTIS,No regulado
C09CA07,Telmisartan,Sólido - Oral,ARTESARTAN,Telmisartan 80mg/1U,Sólido,Oral x 28,EXELTIS,No regulado
C09CA07,Telmisartan,Sólido - Oral,ARTESARTAN,Telmisartan 80mg/1U,Sólido,Oral x 30,EXELTIS,No regulado
C09CA07,Telmisartan,Sólido - Oral,ARTESARTAN,Telmisartan 80mg/1U,Sólido,Oral x 56,EXELTIS,No regulado
C09CA07,Telmisartan,Sólido - Oral,ARTESARTAN,Telmisartan 80mg/1U,Sólido,Oral x 84,EXELTIS,No regulado
C09CA07,Telmisartan,Sólido - Oral,ARTESARTAN,Telmisartan 80mg/1U,Sólido,Oral x 98,EXELTIS,No regulado
C09CA07,Telmisartan,Sólido - Oral,ARTESARTAN,Telmisartan 80mg/1U,Sólido,Oral x 7,EXELTIS,No regulado
C09CA07,Telmisartan,Sólido - Oral,ARTESARTAN,Telmisartan 80mg/1U,Sólido,Oral x 10,EXELTIS,No regulado
G04CA52,Tamsulosina + Dutasterida,Sólido - Oral,HIPERDEXT,"Tamsulosina 0,4mg/1U + Dutasterida 0,5mg/1U",Sólido,Oral x 7,EXELTIS,No regulado
G04CA52,Tamsulosina + Dutasterida,Sólido - Oral,HIPERDEXT,"Tamsulosina 0,4mg/1U + Dutasterida 0,5mg/1U",Sólido,Oral x 30,EXELTIS,No regulado
G04CA52,Tamsulosina + Dutasterida,Sólido - Oral,HIPERDEXT,"Tamsulosina 0,4mg/1U + Dutasterida 0,5mg/1U",Sólido,Oral x 90,EXELTIS,No regulado
G04CA52,Tamsulosina + Dutasterida,Sólido - Oral,HIPERDEXT,"Tamsulosina 0,4mg/1U + Dutasterida 0,5mg/1U",Sólido,Oral x 7,EXELTIS,No regulado
G04CA52,Tamsulosina + Dutasterida,Sólido - Oral,HIPERDEXT,"Tamsulosina 0,4mg/1U + Dutasterida 0,5mg/1U",Sólido,Oral x 30,EXELTIS,No regulado
G04CA52,Tamsulosina + Dutasterida,Sólido - Oral,,,,,,No regulado
A02BC01,Omeprazol,Sólido - Oral de liberación modificada,RIMAPRAZOL,Omeprazol Base 20mg/1U,Sólido,Oral de liberación modificada x 16,MEDISEG LABORATORIES,No regulado
A10BH02,Vildagliptina,Sólido - Oral,EQUASIS,Vildagliptina 50mg/1U,Sólido,Oral x 120,LAFRANCOL,No regulado
A10BH02,Vildagliptina,Sólido - Oral,EQUASIS,Vildagliptina 50mg/1U,Sólido,Oral x 2,LAFRANCOL,No regulado
A10BH02,Vildagliptina,Sólido - Oral,EQUASIS,Vildagliptina 50mg/1U,Sólido,Oral x 5,LAFRANCOL,No regulado
A10BH02,Vildagliptina,Sólido - Oral,EQUASIS,Vildagliptina 50mg/1U,Sólido,Oral x 10,LAFRANCOL,No regulado
A10BH02,Vildagliptina,Sólido - Oral,EQUASIS,Vildagliptina 50mg/1U,Sólido,Oral x 30,LAFRANCOL,No regulado
A10BH02,Vildagliptina,Sólido - Oral,EQUASIS,Vildagliptina 50mg/1U,Sólido,Oral x 30,LAFRANCOL,No regulado
A10BH02,Vildagliptina,Sólido - Oral,EQUASIS,Vildagliptina 50mg/1U,Sólido,Oral x 60,LAFRANCOL,No regulado
L04AA06,Micofenolico Acido,Sólido - Oral,MICOKEM-DR,Acido Micofenolico 180mg/1U,Sólido,Oral x 30,ALKEM,No regulado
L04AA06,Micofenolico Acido,Sólido - Oral,MICOKEM-DR,Acido Micofenolico 180mg/1U,Sólido,Oral x 120,ALKEM,No regulado
L04AA06,Micofenolico Acido,Sólido - Oral,MICOKEM-DR,Acido Micofenolico 360mg/1U,Sólido,Oral x 30,ALKEM,No regulado
L04AA06,Micofenolico Acido,Sólido - Oral,MICOKEM-DR,Acido Micofenolico 360mg/1U,Sólido,Oral x 120,ALKEM,No regulado
A02BC01,Omeprazol,Sólido - Oral de liberación modificada,BIOPRAZOL UL,Omeprazol Base 20mg/1U,Sólido,Oral de liberación modificada x 7,BIOQUIMICO PHARMA,No regulado
A02BC01,Omeprazol,Sólido - Oral de liberación modificada,BIOPRAZOL UL,Omeprazol Base 20mg/1U,Sólido,Oral de liberación modificada x 10,BIOQUIMICO PHARMA,No regulado
A02BC01,Omeprazol,Sólido - Oral de liberación modificada,BIOPRAZOL UL,Omeprazol Base 20mg/1U,Sólido,Oral de liberación modificada x 14,BIOQUIMICO PHARMA,No regulado
A02BC01,Omeprazol,Sólido - Oral de liberación modificada,BIOPRAZOL UL,Omeprazol Base 20mg/1U,Sólido,Oral de liberación modificada x 20,BIOQUIMICO PHARMA,No regulado
