SERVICIO,DESCRIPCION,PIEZAS SOLICITADAS
TERAPIA INTENSIVA METABOLICA,KETOROLACO,3
TERAPIA INTENSIVA METABOLICA,METAMIZOL,6
TERAPIA INTENSIVA METABOLICA,OMEPRAZOL,4
TERAPIA INTENSIVA METABOLICA,NOREPINEFRINA,2
TERAPIA INTENSIVA METABOLICA,FUROSEMIDA,15
#SREF!,METILPREDNISOLONA,1
#SREF!,METILPREDNISOLONA,2
#SREF!,NIFEDIPINO,11
AREA DE CHOQUE,PROPOFOL,12
#SREF!,HIDROCORTISONA,3
#SREF!,DEXMEDETOMIDINA,10
#SREF!,NOREPINEFRINA,10
TERAPIA INTENSIVA METABOLICA,DEXMEDETOMIDINA,5
TERAPIA INTENSIVA METABOLICA,BICARBONATO,3
TERAPIA INTERMEDIA,CEFEPIME,6
#SREF!,PROPOFOL,12
#SREF!,VECURONIO,6
#SREF!,NOREPINEFRINA,4
TERAPIA INTERMEDIA,HALOPERIDOL,3
TERAPIA INTERMEDIA,MULTIVITAMINAS,0
TERAPIA INTERMEDIA,HALOPERIDOL,0
TERAPIA INTERMEDIA,MULTIVITAMINICO,2
#SREF!,CEFTRIAXONA,6
#SREF!,PROPOFOL,50
AREA DE CHOQUE,BUMETANIDA,10
TERAPIA INTERMEDIA,ROCURONIO,30
TERAPIA INTERMEDIA,METAMIZOL,30
TERAPIA INTERMEDIA,HIPROMELOSA,4
TERAPIA INTERMEDIA,ASCORBICO,15
TERAPIA INTERMEDIA,METOCLOPRAMIDA,20
#SREF!,INSULINA,2
#SREF!,LINEZOLID,1
TERAPIA INTENSIVA METABOLICA,OMEPRAZOL,3
AREA DE CHOQUE,ACETILSALICILICO,5
TERAPIA INTERMEDIA,ADENOSINA,1
#SREF!,AMPICILINA,12
TERAPIA INTERMEDIA,VASOPRESINA,2
#SREF!,MEROPENEM,2
#SREF!,VASOPRESINA,4
#SREF!,METILPREDNISOLONA,3
#SREF!,CEFTAROLINA,3
#SREF!,INSULINA,1
#SREF!,HIPROMELOSA,0
#SREF!,METIL,1
TERAPIA INTERMEDIA,DIAZEPAM,6
URGENCIAS GINECOBSTETRICAS,SUCRALFATO,4
TERAPIA INTENSIVA METABOLICA,BUPRENORFINA,6
TERAPIA INTERMEDIA,MIDAZOLAM,50
TERAPIA INTENSIVA METABOLICA,MIDAZOLAM,20
#SREF!,OMEPRAZOL,0
#SREF!,OMEPRAZOL,5
#SREF!,CLARITROMICINA,3
#SREF!,CLARITROMICINA,1
#SREF!,CEFTAROLINA,1
#SREF!,OMEPRAZOL,4
#SREF!,PROPOFOL,4
#SREF!,ASCORBICO,4
TERAPIA INTENSIVA METABOLICA,ACETILCISTEINA,3
TERAPIA INTENSIVA METABOLICA,BICARBONATO,1
#SREF!,FOSFOMICINA,6
TERAPIA INTERMEDIA,POLIMIXIMA/NEOMICINA,4
TERAPIA INTERMEDIA,CASPOFUNGINA,1
#SREF!,GLUCOSA,15
#SREF!,VECURONIO,200
#SREF!,FUROSEMIDA,6
#SREF!,HEPARINA,10
#SREF!,METILPREDNISOLONA,6
#SREF!,PROPOFOL,60
TERAPIA INTERMEDIA,OMEPRAZOL,20
TERAPIA INTERMEDIA,PARACETAMOL,15
TERAPIA INTERMEDIA,BICARBONATO,15
TERAPIA INTERMEDIA,PROPOFOL,40
#SREF!,BICARBONATO,200
#SREF!,LEVOTIROXINA,20
TERAPIA INTERMEDIA,CEFOTAXIMA,1
TERAPIA INTERMEDIA,METRONIDAZOL,1
#SREF!,SULFATO,1
#SREF!,MEROPENEM,1
AREA DE CHOQUE,AMINOFILINA,4
#SREF!,TERLIPRESINA,7
#SREF!,HALOPERIDOL,3
#SREF!,TRIMETOPRIMA/SULFAMETOXAZOL,2
TERAPIA INTENSIVA METABOLICA,PARACETAMOL,2
TERAPIA INTENSIVA METABOLICA,ENOXAPARINA,2
TERAPIA INTENSIVA METABOLICA,BICARBONATO,10
TERAPIA INTENSIVA METABOLICA,FUROSEMIDA,4
#SREF!,AMIKACINA,0
#SREF!,MOSAPRIDA,1
#SREF!,GLUCONATO,4
#SREF!,FUROSEMIDA,5
#SREF!,METOCLOPRAMIDA,4
#SREF!,LEVOTIROXINA,3
TERAPIA INTERMEDIA,POLIMIXINA/NEOMICINA/BACITRACINA,4
TERAPIA INTERMEDIA,SERO,2
#SREF!,OMEPRAZOL,20
#SREF!,LIDOCAINA,10
#SREF!,SERO,10
#SREF!,PROPOFOL,2
#SREF!,CLORURO,100
AREA DE CHOQUE,FUROSEMIDA,25
#SREF!,TRIMETOPRIMA/SULFAMETOXAZOL,6
#SREF!,METAMIZOL,10
#SREF!,BICARBONATO,3
#SREF!,FOLICO,2
#SREF!,HALOPERIDOL,1
#SREF!,CEFALOTINA,2
#SREF!,CLORFENAMINA,1
TERAPIA INTENSIVA METABOLICA,TIAMINA,1
#SREF!,ERTAPENEM,5
#SREF!,MIDAZOLAM,30
TERAPIA INTENSIVA METABOLICA,MIDAZOLAM,50
#SREF!,DIAZEPAM,6
#SREF!,ONDANSENTRON,20
#SREF!,ONDANSETRON,20
AREA DE CHOQUE,FUROSEMIDA,40
#SREF!,LOPERAMIDA,5
#SREF!,FLUCONAZOL,2
#SREF!,ATORVASTATINA,15
#SREF!,DIAZEPAM,0
#SREF!,NITROGLICERINA,1
#SREF!,MIDAZOLAM,20
TERAPIA INTERMEDIA,AMPICILINA,16
TERAPIA INTERMEDIA,VANCOMICINA,8
#SREF!,CEFALOTINA,6
#SREF!,POLIMIXIMA/NEOMICINA,6
#SREF!,PROPOFOL,30
#SREF!,ATROPINA,50
#SREF!,EPINEFRINA,5
#SREF!,ASCORBICO,10
#SREF!,LIDOCAINA/EPINEFRINA,10
TERAPIA INTERMEDIA,PROPOFOL,8
TERAPIA INTERMEDIA,SERO,5
TERAPIA INTERMEDIA,FUROSEMIDA,10
#SREF!,METOCLOPRAMIDA,15
#SREF!,EFEDRINA,100
#SREF!,PI,80
#SREF!,PI,30
#SREF!,PI,60
#SREF!,PI,50
#SREF!,PI,100
#SREF!,AMOXICILINA/CLAVULATO,12
#SREF!,ATROPINA,0
#SREF!,EPINEFRINA,10
#SREF!,ONDANSETRON,5
#SREF!,CEFALEXINA,8
#SREF!,ISONIACIDA,4
TERAPIA INTENSIVA METABOLICA,FENTANILO,6
TERAPIA INTERMEDIA,CEFOTAXIMA,3
TERAPIA INTERMEDIA,NOREPINEFRINA,10
TERAPIA INTERMEDIA,VASOPRESINA,6
TERAPIA INTERMEDIA,PROPOFOL,4
#SREF!,METRONIDAZOL,1
TERAPIA INTERMEDIA,SUCRALFATO,2
TERAPIA INTERMEDIA,HEPARINA,1
TERAPIA INTERMEDIA,METRONIDAZOL,3
TERAPIA INTERMEDIA,FUROSEMIDA,2
TERAPIA INTERMEDIA,PARACETAMOL,4
TERAPIA INTERMEDIA,ENOXAPARINA,4
#SREF!,CAFEINA,4
#SREF!,VORICONAZOL,2
#SREF!,CEFEPIME,5
#SREF!,METAMIZOL,4
#SREF!,LEVETIRACETAM,4
AREA DE CHOQUE,BICARBONATO,20
#SREF!,FUROSEMIDA,0
#SREF!,PROPOFOL,15
#SREF!,NITROGLICERINA,3
#SREF!,SUCRALFATO,10
#SREF!,MULTIVITAMINICO,10
#SREF!,ASCORBICO,20
#SREF!,ONDANSETRON,30
#SREF!,KETOROLACO,60
#SREF!,EPINEFRINA,50
TERAPIA INTERMEDIA,GLUCONATO,10
TERAPIA INTERMEDIA,ASCORBICO,24
TERAPIA INTERMEDIA,MULTIVITAMINICO,15
TERAPIA INTERMEDIA,NOREPINEFRINA,15
TERAPIA INTERMEDIA,PARACETAMOL,12
TERAPIA INTERMEDIA,AMIODARONA,15
TERAPIA INTERMEDIA,METOCLOPRAMIDA,10
TERAPIA INTERMEDIA,FUROSEMIDA,70
TERAPIA INTERMEDIA,DOBUTAMINA,2
#SREF!,HIDROCORTISONA,4
#SREF!,TRINITRATO,0
#SREF!,SERO,20
#SREF!,AMPICILINA,20
TERAPIA INTENSIVA METABOLICA,NOREPINEFRINA,4
TERAPIA INTERMEDIA,CASPOFUNGINA,3
TERAPIA INTERMEDIA,LEVOSIMENDAN,5
#SREF!,METOCLOPRAMIDA,20
#SREF!,METAMIZOL,20
#SREF!,FUROSEMIDA,30
#SREF!,ONDANSENTRON,10
#SREF!,ONDANSETRON,10
#SREF!,FUROSEMIDA,10
TERAPIA INTERMEDIA,VECURONIO,100
TERAPIA INTERMEDIA,PROPOFOL,50
TERAPIA INTERMEDIA,ROCURONIO,40
TERAPIA INTERMEDIA,CLORFENAMINA,10
TERAPIA INTERMEDIA,NOREPINEFRINA,40
#SREF!,ACETILSALICILICO,4
#SREF!,ROCURONIO,30
TERAPIA INTERMEDIA,DEXMEDETOMIDINA,10
TERAPIA INTERMEDIA,CAPTOPRIL,1
#SREF!,TERLIPRESINA,6
TERAPIA INTERMEDIA,LORAZEPAM,0
#SREF!,TRIMETOPRIM/SULFAMETOXAZOL,3
TERAPIA INTERMEDIA,VASOPRESINA,10
#SREF!,DEXMEDETOMIDINA,2
#SREF!,DEXAMETASONA,1
#SREF!,NISTATINA,2
TERAPIA INTENSIVA METABOLICA,DEXMEDETOMIDINA,0
TERAPIA INTERMEDIA,VANCOMICINA,3
#SREF!,TIAMINA,1
#SREF!,CEFOTAXIMA,1
TERAPIA INTERMEDIA,ROCURONIO,10
TERAPIA INTERMEDIA,MULTIVITAMINICO,3
TERAPIA INTERMEDIA,VECURONIO,10
#SREF!,NOREPINEFRINA,200
#SREF!,SUGAMMADEX,30
AREA DE CHOQUE,NOREPINEFRINA,30
#SREF!,ASCORBICO,30
#SREF!,MULTIVITAMINICO,15
#SREF!,SULFATO,20
TERAPIA INTERMEDIA,GLUCOSA,20
#SREF!,PARACETAMOL,20
#SREF!,OMEPRAZOL,8
#SREF!,INDOMETACINA,2
ENDOSCOPIA,FUROSEMIDA,3
ENDOSCOPIA,ONDANSETRON,2
#SREF!,ATROPINA,10
#SREF!,DOPAMINA,4
AREA DE CHOQUE,ROCURONIO,8
AREA DE CHOQUE,ROCURONIO,4
#SREF!,AMIODARONA,10
#SREF!,VASOPRESINA,6
#SREF!,HIDROCORTISONA,5
#SREF!,CLONAZEPAM,1
#SREF!,BUPRENORFINA,30
AREA DE CHOQUE,PI,100
TERAPIA INTENSIVA METABOLICA,PI,50
TERAPIA INTERMEDIA,FUROSEMIDA,45
TERAPIA INTERMEDIA,METOCLOPRAMIDA,30
TERAPIA INTERMEDIA,SENOSIDOS,6
TERAPIA INTERMEDIA,CLORFENAMINA,6
TERAPIA INTERMEDIA,GLUCONATO,15
TERAPIA INTENSIVA METABOLICA,BUMETANIDA,3
#SREF!,MEROPENEM,8
#SREF!,ISONIACIDA,8
#SREF!,COLISTIMETATO,4
#SREF!,ACETILCISTEINA,20
AREA DE CHOQUE,ENOXAPARINA,12
#SREF!,PARACETAMOL,15
TERAPIA INTERMEDIA,SERO,6
TERAPIA INTENSIVA METABOLICA,PROPOFOL,6
AREA DE CHOQUE,LACTATO,6
AREA DE CHOQUE,ERITROPOYETINA,0
TERAPIA INTENSIVA METABOLICA,FUROSEMIDA,30
TERAPIA INTENSIVA METABOLICA,HIDROCORTISONA,3
TERAPIA INTENSIVA METABOLICA,GLUCONATO,10
TERAPIA INTENSIVA METABOLICA,SERO,10
TERAPIA INTENSIVA METABOLICA,TRAMADOL,6
#SREF!,PARACETAMOL,12
TERAPIA INTERMEDIA,DOBUTAMINA,10
#SREF!,CEFOTAXIMA,4
#SREF!,TRAMADOL,1
#SREF!,HEPARINA,4
#SREF!,DEXAMETASONA,2
ENDOSCOPIA,METAMIZOL,5
ENDOSCOPIA,LOPERAMIDA,5
#SREF!,VITAMINA,1
#SREF!,CEFALOTINA,3
AREA DE CHOQUE,VORICONAZOL,2
TERAPIA INTERMEDIA,AMPICILINA,32
TERAPIA INTERMEDIA,ACETILCISTEINA,3
TERAPIA INTERMEDIA,SULFATO,2
TERAPIA INTERMEDIA,CAPTOPRIL,2
TERAPIA INTERMEDIA,SERO,3
TERAPIA INTERMEDIA,FUROSEMIDA,3
TERAPIA INTENSIVA METABOLICA,FUROSEMIDA,2
TERAPIA INTERMEDIA,SULFATO,4
AREA DE CHOQUE,VORICONAZOL,4
AREA DE CHOQUE,DEXAMETASONA,4
TERAPIA INTENSIVA METABOLICA,GABAPENTINA,2
#SREF!,CLORFENAMINA,3
#SREF!,HIDROCORTISONA,2
#SREF!,MOSAPRIDA,2
#SREF!,VORICONAZOL,3
AREA DE CHOQUE,SUCRALFATO,3
#SREF!,FUROSEMIDA,20
#SREF!,HEPARINA,15
#SREF!,FUROSEMIDA,25
#SREF!,INSULINA,10
#SREF!,INSULINA,5
TERAPIA INTERMEDIA,OMEPRAZOL,13
TERAPIA INTERMEDIA,NOREPINEFRINA,30
TERAPIA INTERMEDIA,ENOXAPARINA,6
#SREF!,METILPREDNISOLONA,15
#SREF!,KETOROLACO,15
TERAPIA INTENSIVA METABOLICA,METAMIZOL,8
TERAPIA INTENSIVA METABOLICA,GLUCOSA,5
AREA DE CHOQUE,PROPOFOL,25
TERAPIA INTERMEDIA,PROPOFOL,10
TERAPIA INTERMEDIA,CLARITROMICINA,5
TERAPIA INTERMEDIA,ONDANSETRON,3
#SREF!,TRIMETOPRIMA/SULFAMETOXAZOL,1
#SREF!,CEFEPIME,4
#SREF!,METOCLOPRAMIDA,10
#SREF!,NIFEDIPINO,3
#SREF!,ACETILCISTEINA,1
#SREF!,COLISTIMETATO,2
AREA DE CHOQUE,GLUCONATO,40
#SREF!,FOSFATO,50
TERAPIA INTENSIVA METABOLICA,FOSFATO,3
TERAPIA INTENSIVA METABOLICA,SULFATO,2
TERAPIA INTENSIVA METABOLICA,BUPRENORFINA,0
TERAPIA INTENSIVA METABOLICA,KETOPROPOFENO,3
#SREF!,CEFTAZIDIMA,3
#SREF!,AMPICILINA,16
#SREF!,CLORFENAMINA,4
#SREF!,ENOXAPARINA,10
TERAPIA INTENSIVA METABOLICA,ACETILCISTEINA,1
TERAPIA INTENSIVA METABOLICA,LOPERAMIDA,4
TERAPIA INTERMEDIA,SUCRALFATO,3
TERAPIA INTERMEDIA,METOCLOPRAMIDA,3
TERAPIA INTERMEDIA,FUROSEMIDA,4
TERAPIA INTERMEDIA,TRAMADOL,2
#SREF!,PROGESTERONA,2
AREA DE CHOQUE,BUTILHIOSCINA,4
AREA DE CHOQUE,LACTATO,12
TERAPIA INTENSIVA METABOLICA,DEXMEDETOMIDINA,1
TERAPIA INTENSIVA METABOLICA,VASOPRESINA,4
TERAPIA INTENSIVA METABOLICA,HIDROCORTISONA,4
TERAPIA INTENSIVA METABOLICA,PROPOFOL,3
TERAPIA INTERMEDIA,COLISTIMETATO,4
#SREF!,MEROPENEM,4
#SREF!,SUCRALFATO,4
AREA DE CHOQUE,CIPROFLOXACINO,1
ENDOSCOPIA,SERO,9
ENDOSCOPIA,HIDROCORTISONA,0
ENDOSCOPIA,VANCOMICINA,2
ENDOSCOPIA,DEXMEDETOMIDINA,5
ENDOSCOPIA,HIDROCORTISONA,2
ENDOSCOPIA,GLUCOSA,2
TERAPIA INTENSIVA METABOLICA,IMIPENEM,2
#SREF!,VANCOMICINA,1
AREA DE CHOQUE,BUTILHIOSCINA,2
#SREF!,INDOMETACINA,3
#SREF!,SENOSIDOS,4
#SREF!,PREGABALINA,1
#SREF!,SALBUTAMOL,1
#SREF!,CLINDAMICINA,6
TERAPIA INTENSIVA METABOLICA,AMBROXOL,1
TERAPIA INTERMEDIA,ROCURONIO,25
#SREF!,KETOROLACO,20
TERAPIA INTERMEDIA,BICARBONATO,50
#SREF!,TIAMINA,5
TERAPIA INTERMEDIA,DOBUTAMINA,0
TERAPIA INTERMEDIA,EPINEFRINA,5
TERAPIA INTERMEDIA,ATROPINA,2
#SREF!,ESPIRONOLACTONA,1
TERAPIA INTERMEDIA,ONDANSENTRON,3
AREA DE CHOQUE,LACTATO,0
TERAPIA INTERMEDIA,PROPOFOL,15
TERAPIA INTERMEDIA,BUTILHIOSCINA,3
#SREF!,METRONIDAZOL,6
#SREF!,CEFALEXINA,4
TERAPIA INTENSIVA METABOLICA,VASOPRESINA,6
TERAPIA INTENSIVA METABOLICA,NOREPINEFRINA,8
TERAPIA INTENSIVA METABOLICA,PROPOFOL,2
TERAPIA INTENSIVA METABOLICA,HIDROCORTISONA,0
TERAPIA INTERMEDIA,ACETILCISTEINA,2
#SREF!,TRIMETOPRIM/SULFAMETOXAZOL,6
#SREF!,RIFAMPICINA,0
TERAPIA INTERMEDIA,MEROPENEM,6
TERAPIA INTERMEDIA,COLISTIMETATO,2
#SREF!,FENITOINA,3
#SREF!,CLINDAMICINA,0
#SREF!,SERO,1
#SREF!,SERO,3
TERAPIA INTERMEDIA,FOSFATO,15
#SREF!,BUPIVACAINA,30
#SREF!,HIDROCORTISONA,20
URGENCIAS GINECOBSTETRICAS,SULFATO,0
#SREF!,URSODEOXICOLICO,12
#SREF!,ASCORBICO,25
#SREF!,DOBUTAMINA,2
TERAPIA INTERMEDIA,BUPRENORFINA,30
#SREF!,CLONIXINATO,5
#SREF!,HEPARINA,1
#SREF!,CLORURO,0
AREA DE CHOQUE,ENOXAPARINA,6
TERAPIA INTERMEDIA,ROCURONIO,24
TERAPIA INTENSIVA METABOLICA,CAPTOPRIL,6
TERAPIA INTENSIVA METABOLICA,CAPTOPRIL,2
TERAPIA INTERMEDIA,HALOPERIDOL,6
TERAPIA INTERMEDIA,CEFTRIAXONA,3
TERAPIA INTERMEDIA,FUROSEMIDA,8
TERAPIA INTERMEDIA,DEXMEDETOMIDINA,8
#SREF!,CIPROFLOXACINO,4
#SREF!,ONDANSENTRON,2
TERAPIA INTENSIVA METABOLICA,OMEPRAZOL,0
TERAPIA INTENSIVA METABOLICA,MEROPENEM,2
TERAPIA INTENSIVA METABOLICA,GLUCONATO,3
TERAPIA INTENSIVA METABOLICA,METAMIZOL,5
TERAPIA INTENSIVA METABOLICA,HIDROCORTISONA,6
TERAPIA INTERMEDIA,DOBUTAMINA,3
#SREF!,MULTIVITAMINICO,4
#SREF!,FUROSEMIDA,8
#SREF!,PROPOFOL,70
#SREF!,BUTILHIOSCINA,20
AREA DE CHOQUE,BICARBONATO,75
#SREF!,DEXMEDETOMIDINA,40
#SREF!,ROCURONIO,15
#SREF!,PARACETAMOL,30
TERAPIA INTERMEDIA,FUROSEMIDA,100
TERAPIA INTERMEDIA,PROPOFOL,70
TERAPIA INTERMEDIA,OMEPRAZOL,0
TERAPIA INTERMEDIA,CLORFENAMINA,5
TERAPIA INTERMEDIA,PARACETAMOL,24
#SREF!,DEXMEDETOMIDINA,4
#SREF!,AMIODARONA,6
TERAPIA INTERMEDIA,MEROPENEM,2
TERAPIA INTERMEDIA,METILPREDNISOLONA,2
TERAPIA INTERMEDIA,NOREPINEFRINA,20
TERAPIA INTERMEDIA,VECURONIO,40
AREA DE CHOQUE,ACENOCUMAROL,1
#SREF!,GANCICLOVIR,2
#SREF!,INMUNOGLOBULINA,1
#SREF!,CASPOFUNGINA,2
AREA DE CHOQUE,PROPOFOL,40
#SREF!,BICARBONATO,10
#SREF!,NOREPINEFRINA,5
#SREF!,CAPTOPRIL,4
#SREF!,PROPOFOL,3
#SREF!,PROPOFOL,1
#SREF!,OCTREOTIDA,1
ENDOSCOPIA,PROPOFOL,5
#SREF!,ONDANSENTRON,1
#SREF!,METOCLOPRAMIDA,2
TERAPIA INTENSIVA METABOLICA,FUROSEMIDA,6
#SREF!,VANCOMICINA,3
TERAPIA INTENSIVA METABOLICA,URSODEOXICOLICO,3
TERAPIA INTENSIVA METABOLICA,TERLIPRESINA,6
TERAPIA INTENSIVA METABOLICA,CEFTRIAXONA,1
TERAPIA INTERMEDIA,DEXMEDETOMIDINA,20
#SREF!,AMPICILINA,3
#SREF!,ACICLOVIR,3
#SREF!,CEFOTAXIMA,3
#SREF!,ESPIRONOLACTONA,3
#SREF!,PARACETAMOL,24
#SREF!,CLORURO,4
#SREF!,CLORURO,30
ENDOSCOPIA,NOREPINEFRINA,5
#SREF!,DEXMEDETOMIDINA,6
#SREF!,CIPROFLOXACINO,3
#SREF!,AMPICILINA,6
TERAPIA INTERMEDIA,COLISTIMETATO,3
#SREF!,BETAMETASONA,2
#SREF!,ONDANSETRON,6
#SREF!,ONDANSENTRON,4
#SREF!,BUTILHIOSCINA,5
#SREF!,METOCLOPRAMIDA,5
#SREF!,SENOSIDOS,10
#SREF!,FENTANILO,6
#SREF!,NALBUFINA,5
#SREF!,KETAMINA,1
#SREF!,MIDAZOLAM,5
#SREF!,LEVETIRACETAM,2
#SREF!,PREGABALINA,2
#SREF!,MEROPENEM,0
#SREF!,DEXMEDETOMIDINA,30
#SREF!,LIDOCAINA,20
#SREF!,KETOROLACO,40
#SREF!,DEXAMETASONA,30
#SREF!,ROCURONIO,40
TERAPIA INTERMEDIA,EPINEFRINA,2
#SREF!,DEXMEDETOMIDINA,15
#SREF!,LEVETIRACETAM,1
AREA DE CHOQUE,VORICONAZOL,1
#SREF!,VANCOMICINA,0
TERAPIA INTERMEDIA,ENOXAPARINA,3
TERAPIA INTENSIVA METABOLICA,PROPOFOL,4
TERAPIA INTERMEDIA,OCTREOTIDA,1
TERAPIA INTERMEDIA,CEFEPIME,2
TERAPIA INTENSIVA METABOLICA,GABAPENTINA,3
TERAPIA INTENSIVA METABOLICA,SERO,9
TERAPIA INTERMEDIA,ASCORBICO,2
#SREF!,ACENOCUMAROL,1
#SREF!,METAMIZOL,2
#SREF!,ESPIRONOLACTONA,6
TERAPIA INTERMEDIA,COLISTIMETATO,1
#SREF!,AMPICILINA,8
#SREF!,LEVOTIROXINA,5
#SREF!,VANCOMICINA,11
#SREF!,NIFEDIPINO,0
TERAPIA INTERMEDIA,PROPOFOL,20
TERAPIA INTENSIVA METABOLICA,SULFATO,100
#SREF!,PROPOFOL,80
#SREF!,HEPARINA,20
#SREF!,METOCLOPRAMIDA,12
#SREF!,ENOXAPARINA,14
#SREF!,NAPROXENO,12
#SREF!,PARACETAMOL,5
#SREF!,TRAMADOL,5
#SREF!,ONDANSENTRON,8
#SREF!,KETOROLACO,30
TERAPIA INTERMEDIA,NOREPINEFRINA,50
#SREF!,ASCORBICO,15
#SREF!,TOBRAMICINA,1
#SREF!,AMIKACINA,10
#SREF!,HALOPERIDOL,6
TERAPIA INTERMEDIA,AMIKACINA,0
#SREF!,VANCOMICINA,5
TERAPIA INTENSIVA METABOLICA,MIDAZOLAM,10
TERAPIA INTENSIVA METABOLICA,DEXMEDETOMIDINA,6
TERAPIA INTERMEDIA,SERO,4
#SREF!,BUTILHIOSCINA,6
#SREF!,TRIMETOPRIMA/SULFAMETOXAZOL,3
TERAPIA INTERMEDIA,CLORURO,5
#SREF!,DESFLURANO,20
#SREF!,DESMOPRESINA,10
#SREF!,CISATRACURIO,20
TERAPIA INTERMEDIA,CEFTAZIDIMA,6
TERAPIA INTENSIVA METABOLICA,MULTIVITAMINAS,0
#SREF!,VANCOMICINA,6
#SREF!,ROCURONIO,6
#SREF!,SERTRALINA,2
TERAPIA INTENSIVA METABOLICA,GABAPENTINA,4
TERAPIA INTERMEDIA,DEXMEDETOMIDINA,6
TERAPIA INTERMEDIA,SENOSIDOS,2
TERAPIA INTENSIVA METABOLICA,ASCORBICO,6
TERAPIA INTENSIVA METABOLICA,MULTIVITAMINICO,6
#SREF!,SENOSIDOS,1
TERAPIA INTENSIVA METABOLICA,METAMIZOL,10
TERAPIA INTENSIVA METABOLICA,CEFTRIAXONA,3
#SREF!,ONDANSETRON,1
TERAPIA INTENSIVA METABOLICA,MEROPENEM,0
#SREF!,ISONIACIDA,1
#SREF!,ASCORBICO,60
#SREF!,MULTIVITAMINICO,30
#SREF!,METAMIZOL,30
#SREF!,ENOXAPARINA,8
#SREF!,SERO,4
#SREF!,GLUCONATO,10
#SREF!,CLORURO,15
#SREF!,MISOPROSTOL,4
#SREF!,FOSFATO,30
#SREF!,ROPIVACAINA,5
TERAPIA INTERMEDIA,AMIODARONA,2
TERAPIA INTERMEDIA,DOPAMINA,0
TERAPIA INTERMEDIA,ESMOLOL,0
TERAPIA INTERMEDIA,DOPAMINA,2
TERAPIA INTERMEDIA,ESMOLOL,1
#SREF!,FENITOINA,4
#SREF!,LEVETIRACETAM,8
#SREF!,TRIMETOPRIMA/SULFAMETOXAZOL,4
#SREF!,AMIKACINA,1
#SREF!,SUCRALFATO,2
ENDOSCOPIA,MULTIVITAMINICO,2
ENDOSCOPIA,ASCORBICO,4
#SREF!,HIPROMELOSA,1
ENDOSCOPIA,CASPOFUNGINA,1
ENDOSCOPIA,VASOPRESINA,4
ENDOSCOPIA,MEROPENEM,1
#SREF!,FITOMENADIONA,10
#SREF!,ENOXAPARINA,6
TERAPIA INTENSIVA METABOLICA,PROPOFOL,8
TERAPIA INTENSIVA METABOLICA,LEVETIRACETAM,8
#SREF!,LEVOTIROXINA,4
#SREF!,DEXMEDETOMIDINA,3
#SREF!,POLIMIXINA/NEOMICINA/BACITRACINA,2
TERAPIA INTERMEDIA,OCTREOTIDA,3
TERAPIA INTENSIVA METABOLICA,ASCORBICO,2
TERAPIA INTENSIVA METABOLICA,VANCOMICINA,6
TERAPIA INTERMEDIA,DEXMEDETOMIDINA,24
TERAPIA INTERMEDIA,HIDROCORTISONA,30
#SREF!,GLUCONATO,50
#SREF!,PROPOFOL,16
#SREF!,ROCURONIO,24
TERAPIA INTERMEDIA,OMEPRAZOL,30
TERAPIA INTERMEDIA,CLORURO,3
TERAPIA INTERMEDIA,TIAMINA,1
#SREF!,ASCORBICO,5
#SREF!,DOPAMINA,2
TERAPIA INTENSIVA METABOLICA,CLORURO,30
TERAPIA INTERMEDIA,CASPOFUNGINA,2
TERAPIA INTERMEDIA,COLISTIMETATO,5
TERAPIA INTERMEDIA,SERO,10
#SREF!,ACENOCUMAROL,5
#SREF!,LORATADINA,1
AREA DE CHOQUE,AMIODARONA,30
ENDOSCOPIA,METILPREDNISOLONA,1
ENDOSCOPIA,GABAPENTINA,1
TERAPIA INTERMEDIA,VECURONIO,20
TERAPIA INTERMEDIA,METAMIZOL,2
TERAPIA INTENSIVA METABOLICA,CLORURO,3
TERAPIA INTENSIVA METABOLICA,SULFATO,3
TERAPIA INTENSIVA METABOLICA,METAMIZOL,9
#SREF!,LEVETIRACETAM,3
TERAPIA INTERMEDIA,GLUCONATO,3
TERAPIA INTERMEDIA,ASCORBICO,6
TERAPIA INTERMEDIA,FUROSEMIDA,6
TERAPIA INTERMEDIA,CAPTOPRIL,4
TERAPIA INTERMEDIA,PARACETAMOL,6
#SREF!,ALOPURINOL,2
TERAPIA INTENSIVA METABOLICA,LOPERAMIDA,8
TERAPIA INTENSIVA METABOLICA,SERO,12
TERAPIA INTERMEDIA,DOXICICLINA,2
#SREF!,COLISTIMETATO,1
#SREF!,ROCURONIO,12
#SREF!,ROCURONIO,48
TERAPIA INTERMEDIA,METOCLOPRAMIDA,50
TERAPIA INTERMEDIA,PARACETAMOL,10
#SREF!,BICARBONATO,20
TERAPIA INTERMEDIA,MULTIVITAMINICO,30
#SREF!,PENTOXIFILINA,6
#SREF!,PREDNISONA,3
TERAPIA INTERMEDIA,METOCLOPRAMIDA,2
AREA DE CHOQUE,SUCRALFATO,1
#SREF!,BICARBONATO,100
#SREF!,EPINEFRINA,4
#SREF!,BUTILHIOSCINA,2
AREA DE CHOQUE,LIDOCAINA/EPINEFRINA,10
#SREF!,GENTAMICINA,2
#SREF!,POLIMIXIMA/NEOMICINA,3
#SREF!,ISONIACIDA,2
#SREF!,KETOROLACO/TRAMADOL,4
#SREF!,DEXAMETASONA,50
#SREF!,CLORFENAMINA,5
#SREF!,DEXAMETASONA,20
